Year,RK,Team,GP,PPG,3PM,3PA,3PM,3PA,3P%,2PM,2PA,2P%,PPS,FG%
2021,1,Baylor,24,84.4,10.3,25,248,593,0.418,498,920,0.541,1.34,0.575
2021,2,Colgate,15,86.3,9.1,23,136,340,0.4,336,607,0.554,1.37,0.57
2021,3,Liberty,28,74.9,10.3,26,289,740,0.391,472,809,0.583,1.35,0.585
2021,4,Florida State,22,78.9,8.2,21,181,464,0.39,439,843,0.521,1.33,0.544
2021,5,Oral Roberts,26,81.8,11.3,29,294,754,0.39,440,863,0.51,1.31,0.545
2021,6,Michigan,24,76.3,7.5,20,181,468,0.387,487,914,0.533,1.32,0.55
2021,7,Iowa,29,83.8,9.8,25,283,733,0.386,580,1106,0.524,1.32,0.546
2021,8,Virginia,24,68.6,8.5,22,204,535,0.381,404,731,0.553,1.3,0.561
2021,9,Oregon,26,74.4,8.4,22,218,575,0.379,497,940,0.529,1.28,0.544
2021,10,BYU,26,78.7,9,24,233,616,0.378,518,941,0.55,1.31,0.557
2021,11,North Texas,26,69.8,7.6,20,197,524,0.376,471,881,0.535,1.29,0.546
2021,12,Illinois,29,81.4,6.8,18,197,524,0.376,654,1183,0.553,1.38,0.556
2021,13,San Diego State,27,74.1,8.5,23,229,611,0.375,466,918,0.508,1.31,0.529
2021,14,Drexel,19,71.5,7.3,20,138,371,0.372,357,667,0.535,1.31,0.543
2021,15,Drake,29,77.4,7,19,204,552,0.37,664,1205,0.551,1.28,0.552
2021,16,Loyola Chicago,28,71.5,7.2,20,201,546,0.368,534,910,0.587,1.38,0.574
2021,17,Norfolk State,23,75.2,7.8,21,180,489,0.368,411,868,0.474,1.27,0.502
2021,18,UCLA,26,72.8,6.7,18,173,471,0.367,513,1014,0.506,1.28,0.52
2021,19,Colorado,30,73,7.5,20,224,611,0.367,550,1093,0.503,1.29,0.52
2021,20,Creighton,28,77,9.7,27,272,742,0.367,525,933,0.563,1.29,0.557
2021,21,Georgetown,25,71.4,8.3,23,208,568,0.366,413,895,0.461,1.22,0.496
2021,22,Gonzaga,26,92.1,7.3,20,190,520,0.365,698,1092,0.639,1.49,0.61
2021,23,Ohio State,30,77.3,8.2,23,247,677,0.365,543,1042,0.521,1.35,0.531
2021,24,Ohio,23,80.9,8.5,23,195,540,0.361,491,863,0.569,1.33,0.558
2021,25,Houston,27,77.6,9.3,26,252,699,0.361,487,965,0.505,1.26,0.52
2021,26,Wisconsin,29,69.6,8.6,24,248,690,0.359,463,1000,0.463,1.19,0.494
2021,27,West Virginia,27,77.3,7.3,20,196,549,0.357,515,1111,0.464,1.26,0.487
2021,28,Florida,23,74,6.8,19,157,440,0.357,448,863,0.519,1.31,0.525
2021,29,Virginia Tech,21,72.1,8.2,23,173,485,0.357,361,698,0.517,1.28,0.525
2021,30,Texas,26,75.2,8.7,24,225,632,0.356,459,875,0.525,1.3,0.529
2021,31,Iona,17,72.2,7.5,21,127,358,0.355,296,593,0.499,1.29,0.512
2021,32,St. Bonaventure,20,70.5,6.6,19,131,370,0.354,390,791,0.493,1.21,0.505
2021,33,Eastern Washington,23,78,8.4,24,194,548,0.354,444,819,0.542,1.31,0.538
2021,34,Abilene Christian,27,77.6,7.9,22,214,606,0.353,535,1022,0.523,1.29,0.526
2021,35,Oregon State,29,70.7,7,20,203,575,0.353,509,1063,0.479,1.25,0.497
2021,36,Winthrop,24,79.5,8.5,24,203,575,0.353,471,888,0.53,1.3,0.53
2021,37,Maryland,29,68.8,8.1,23,234,663,0.353,465,870,0.534,1.3,0.532
2021,38,Villanova,22,75.5,9.2,26,203,576,0.352,378,715,0.529,1.29,0.529
2021,39,UC Santa Barbara,26,76.5,6.8,19,176,501,0.351,541,976,0.554,1.35,0.545
2021,40,Alabama,30,79.6,10.7,30,320,912,0.351,514,1025,0.501,1.23,0.513
2021,41,Morehead State,30,68.8,6.6,19,197,562,0.351,541,1039,0.521,1.29,0.522
2021,42,LSU,27,82.1,8.1,23,220,628,0.35,564,1064,0.53,1.31,0.528
2021,43,Georgia Tech,25,75.5,7.6,22,189,541,0.349,506,925,0.547,1.29,0.539
2021,44,USC,29,74.8,6.3,18,183,526,0.348,605,1161,0.521,1.29,0.521
2021,45,Texas Tech,27,73,6.2,18,168,485,0.346,518,1064,0.487,1.27,0.497
2021,46,Clemson,23,65.3,8.3,24,192,555,0.346,349,709,0.492,1.19,0.504
2021,47,Kansas,28,73.1,7.5,22,209,608,0.344,528,1068,0.494,1.22,0.502
2021,48,Wichita State,21,72.4,8.3,24,175,512,0.342,339,749,0.453,1.21,0.477
2021,49,Syracuse,25,75.8,8.1,24,203,598,0.339,473,935,0.506,1.24,0.507
2021,50,Arkansas,28,82.4,7.9,23,220,649,0.339,605,1165,0.519,1.27,0.515
2021,51,Oklahoma,25,74.8,8,24,200,591,0.338,470,926,0.508,1.23,0.508
2021,52,Oklahoma State,28,77.1,6.4,19,179,529,0.338,596,1129,0.528,1.3,0.521
2021,53,Tennessee,26,72.5,6.7,20,173,513,0.337,488,979,0.498,1.26,0.501
2021,54,Mount St. Mary's,22,63.7,6.6,20,146,433,0.337,362,759,0.477,1.18,0.487
2021,55,Utah State,28,73.3,6.5,19,181,538,0.336,570,1144,0.498,1.22,0.5
2021,56,UConn,22,72.5,6.7,20,148,440,0.336,433,883,0.49,1.21,0.495
2021,57,Purdue,27,71.1,7.1,21,192,573,0.335,497,954,0.521,1.26,0.514
2021,58,Grand Canyon,23,75.6,6.8,20,156,470,0.332,490,844,0.581,1.32,0.551
2021,59,VCU,26,71.7,6.5,20,168,510,0.329,491,950,0.517,1.28,0.509
2021,60,Hartford,23,65.9,7.6,23,174,533,0.326,369,718,0.514,1.21,0.504
2021,61,Appalachian State,28,70.9,8.1,25,227,701,0.324,447,925,0.483,1.22,0.484
2021,62,Missouri,25,73.6,6.9,22,173,540,0.32,473,899,0.526,1.28,0.509
2021,63,Michigan State,27,69,6.4,20,172,537,0.32,496,1037,0.478,1.18,0.479
2021,64,Cleveland State,26,71.5,6.4,20,166,520,0.319,518,994,0.521,1.23,0.507
2021,65,North Carolina,28,75.7,5.6,18,157,496,0.317,619,1265,0.489,1.2,0.485
2021,66,Rutgers,26,70,6,19,157,505,0.311,539,1039,0.519,1.18,0.502
2021,67,UNC Greensboro,29,73.6,7.6,25,221,736,0.3,582,1158,0.503,1.13,0.482
2021,68,Texas Southern,24,74.8,4.6,17,110,398,0.276,540,1045,0.517,1.24,0.489
2019,1,Wofford,33,83,11,26,364,874,0.416,633,1148,0.551,1.35,0.583
2019,2,Virginia,32,71.8,8.5,21,271,663,0.409,549,1052,0.522,1.34,0.557
2019,3,Fairleigh Dickinson,33,75.4,7.7,19,254,629,0.404,622,1205,0.516,1.36,0.547
2019,4,Virginia Tech,32,74,9.6,24,307,779,0.394,517,954,0.542,1.37,0.564
2019,5,Marquette,33,77.7,9.4,24,311,791,0.393,558,1104,0.505,1.35,0.541
2019,6,Gardner-Webb,34,78.3,8,20,272,696,0.391,661,1216,0.544,1.39,0.559
2019,7,Georgia State,32,77.2,9.9,25,316,814,0.388,549,1044,0.526,1.33,0.551
2019,8,Colgate,34,75.8,9,23,305,786,0.388,625,1153,0.542,1.33,0.558
2019,9,Northeastern,33,76.1,9.8,25,322,830,0.388,542,961,0.564,1.4,0.572
2019,10,Abilene Christian,33,74.5,7.5,19,246,637,0.386,634,1221,0.519,1.32,0.54
2019,11,Michigan State,33,79.2,8.3,22,273,712,0.383,649,1177,0.551,1.38,0.56
2019,12,Montana,34,76.8,8.3,22,281,739,0.38,674,1184,0.569,1.36,0.57
2019,13,Saint Mary's,33,72.9,7.4,20,245,648,0.378,631,1202,0.525,1.3,0.54
2019,24,Mississippi State,33,77.3,8.6,23,284,752,0.378,627,1178,0.532,1.32,0.546
2019,15,Auburn,34,79.4,11.2,30,381,1012,0.376,549,1059,0.518,1.3,0.541
2019,16,Belmont,31,87.4,10.5,28,325,871,0.373,662,1105,0.599,1.37,0.582
2019,17,Yale,28,80.6,7.8,21,217,586,0.37,617,1101,0.56,1.34,0.559
2019,18,Texas Tech,32,73.1,7.3,20,232,631,0.368,605,1144,0.529,1.32,0.537
2019,19,Liberty,34,74,8.8,24,300,817,0.367,621,1061,0.585,1.34,0.57
2019,20,Wisconsin,33,69.1,7.1,19,235,642,0.366,619,1243,0.498,1.21,0.515
2019,21,North Dakota State,33,73.2,9.5,26,315,861,0.366,513,955,0.537,1.33,0.543
2019,22,Northern Kentucky,34,79.1,8.9,24,301,823,0.366,655,1163,0.563,1.35,0.557
2019,23,Bradley,34,66.6,6.8,19,231,632,0.366,559,1190,0.47,1.24,0.497
2019,24,North Carolina,33,86.1,8.8,24,289,791,0.365,734,1416,0.518,1.29,0.529
2019,25,Gonzaga,33,88.8,7.8,21,257,704,0.365,805,1293,0.623,1.47,0.596
2019,26,Iowa State,34,77.4,8.5,23,288,789,0.365,663,1205,0.55,1.32,0.549
2019,27,Purdue,32,76.2,9.7,27,311,854,0.364,546,1066,0.512,1.27,0.527
2019,28,Houston,33,76.2,9.2,25,305,838,0.364,578,1130,0.512,1.28,0.526
2019,29,Kentucky,33,76.7,6,17,199,547,0.364,679,1288,0.527,1.38,0.533
2019,30,Iowa,33,78.3,8.1,22,267,739,0.361,595,1155,0.515,1.36,0.526
2019,31,St. John's,33,77.5,8.5,24,281,778,0.361,641,1253,0.512,1.26,0.523
2019,32,UC Irvine,35,72.9,6.8,19,238,660,0.361,707,1398,0.506,1.24,0.517
2019,33,Ole Miss,32,75.4,8.2,23,261,729,0.358,586,1115,0.526,1.31,0.53
2019,34,Tennessee,33,82.3,6.8,19,225,629,0.358,766,1359,0.564,1.37,0.555
2019,35,Utah State,34,79.2,7.9,22,267,752,0.355,673,1233,0.546,1.36,0.541
2019,36,UCF,31,72.1,6.8,19,211,596,0.354,554,1056,0.525,1.35,0.527
2019,37,Maryland,32,71.3,7.3,21,232,657,0.353,575,1120,0.513,1.28,0.519
2019,38,Old Dominion,34,66.2,7.6,22,258,731,0.353,547,1228,0.445,1.15,0.477
2019,39,Villanova,34,74.5,10.6,30,361,1023,0.353,479,889,0.539,1.32,0.534
2019,40,Vermont,33,73.9,7.8,22,257,729,0.353,584,1105,0.529,1.33,0.529
2019,41,Michigan,33,70.7,8.1,23,266,757,0.351,589,1137,0.518,1.23,0.522
2019,42,Nevada,33,80.7,8.8,25,292,831,0.351,613,1113,0.551,1.37,0.541
2019,43,Iona,32,76.8,8.8,25,282,804,0.351,553,1038,0.533,1.33,0.53
2019,44,Kansas,34,75.4,7.2,21,246,702,0.35,682,1306,0.522,1.28,0.523
2019,45,Cincinnati,33,71.8,6.7,19,220,629,0.35,602,1274,0.473,1.24,0.49
2019,46,Murray State,31,83.3,7.8,22,242,695,0.348,696,1195,0.582,1.37,0.56
2019,47,Washington,34,69.8,7.5,22,254,734,0.346,581,1111,0.523,1.29,0.521
2019,48,Ohio State,33,69.6,7.5,22,249,725,0.343,548,1099,0.499,1.26,0.505
2019,49,Oregon,35,70.5,7.6,22,266,775,0.343,620,1196,0.518,1.25,0.517
2019,50,Oklahoma,32,71.2,6.6,19,212,619,0.342,618,1245,0.496,1.22,0.502
2019,51,Louisville,33,74.5,8.6,25,285,834,0.342,543,1074,0.506,1.29,0.509
2019,52,Arizona State,32,77.8,7.3,21,232,680,0.341,619,1223,0.506,1.31,0.508
2019,53,Baylor,32,71.7,7.9,23,254,748,0.34,562,1106,0.508,1.24,0.509
2019,54,Kansas State,33,65.8,7.1,21,233,694,0.336,551,1125,0.49,1.19,0.495
2019,55,Florida State,34,74.9,7.5,22,255,760,0.336,624,1224,0.51,1.28,0.507
2019,56,Buffalo,34,84.9,9.6,29,325,969,0.335,708,1265,0.56,1.29,0.535
2019,57,New Mexico State,34,78.1,9.4,28,319,952,0.335,618,1089,0.567,1.3,0.537
2019,58,Florida,34,68.3,8.1,24,277,828,0.335,537,1079,0.498,1.22,0.499
2019,59,Temple,32,74.8,7.5,23,240,726,0.331,605,1201,0.504,1.24,0.501
2019,60,Syracuse,33,69.7,7.9,24,262,795,0.33,525,1061,0.495,1.24,0.495
2019,61,Seton Hall,33,73.9,7,22,231,714,0.324,632,1245,0.508,1.25,0.499
2019,62,LSU,32,81.4,6.8,21,219,678,0.323,693,1297,0.534,1.32,0.517
2019,63,Minnesota,34,70.8,5.2,16,178,554,0.321,662,1368,0.484,1.25,0.483
2019,64,North Carolina Central,33,71.4,6.4,20,212,672,0.315,638,1193,0.535,1.26,0.513
2019,65,Saint Louis,34,67.4,5.8,19,197,630,0.313,617,1311,0.471,1.18,0.47
2019,66,Prairie View A&M,34,75,6.2,20,210,675,0.311,665,1322,0.503,1.28,0.491
2019,67,VCU,32,71.4,7.2,23,229,745,0.307,572,1066,0.537,1.26,0.506
2019,68,Duke,34,83.5,7.3,24,247,818,0.302,790,1355,0.583,1.31,0.534
2018,1,Purdue,34,81.1,9.6,23,326,776,0.42,632,1152,0.549,1.43,0.581
2018,2,Michigan State,33,81,8.4,20,277,671,0.413,666,1201,0.555,1.43,0.578
2018,3,South Dakota State,34,84.9,10.6,26,361,896,0.403,618,1188,0.52,1.38,0.556
2018,4,Kansas,34,81.5,10.1,25,345,857,0.403,679,1201,0.565,1.35,0.581
2018,5,Arkansas,34,81.1,7.8,19,265,661,0.401,720,1402,0.514,1.34,0.542
2018,6,TCU,32,83,8.5,21,271,677,0.4,689,1248,0.552,1.38,0.569
2018,7,St. Bonaventure,32,77.9,7.8,19,248,623,0.398,596,1228,0.485,1.35,0.523
2018,8,Loyola Chicago,33,72.4,7.5,19,246,618,0.398,623,1096,0.568,1.39,0.579
2018,9,Villanova,34,87.1,11.4,29,388,975,0.398,667,1117,0.597,1.41,0.597
2018,10,Nevada,34,83.1,9.7,24,330,830,0.398,633,1226,0.516,1.37,0.549
2018,11,Davidson,31,77,10.8,28,336,856,0.393,520,907,0.573,1.35,0.581
2018,12,Virginia,33,67.5,7.4,19,243,623,0.39,582,1165,0.5,1.25,0.529
2018,13,Houston,32,78.1,8.7,22,278,714,0.389,613,1184,0.518,1.32,0.543
2018,14,Iona,33,79.8,9.7,25,319,822,0.388,612,1195,0.512,1.31,0.541
2018,15,UMBC,34,73.9,10.2,26,346,894,0.387,540,1099,0.491,1.26,0.531
2018,16,Georgia State,33,75.4,9.3,24,307,795,0.386,584,1129,0.517,1.29,0.543
2018,17,Wichita State,32,83,9.1,24,292,758,0.385,638,1186,0.538,1.37,0.553
2018,18,Virginia Tech,32,79.7,8.8,23,280,727,0.385,621,1084,0.573,1.41,0.575
2018,19,Missouri,32,73.3,9.3,24,298,775,0.385,480,941,0.51,1.37,0.54
2018,20,Tennessee,32,74.3,7.8,20,249,648,0.384,561,1187,0.473,1.3,0.509
2018,21,UCLA,32,81.9,9.4,24,300,783,0.383,606,1181,0.513,1.33,0.538
2018,22,Murray State,31,78.9,8.5,22,264,696,0.379,585,1056,0.554,1.4,0.56
2018,23,Duke,33,84.7,8.3,22,274,725,0.378,734,1319,0.556,1.37,0.56
2018,24,Arizona,34,80.9,6.9,18,235,624,0.377,745,1315,0.567,1.42,0.566
2018,25,Creighton,32,84.3,10.4,28,334,889,0.376,651,1093,0.596,1.36,0.581
2018,26,Florida,32,76.1,9.1,24,292,778,0.375,549,1159,0.474,1.26,0.51
2018,27,Iowa,33,79.7,7.6,20,252,672,0.375,694,1303,0.533,1.33,0.543
2018,28,Gonzaga,34,84.5,9.1,24,309,826,0.374,740,1259,0.588,1.38,0.577
2018,29,NC State,32,81.2,7.9,21,252,677,0.372,685,1316,0.521,1.3,0.533
2018,30,Stephen F. Austin,34,81.1,7,19,237,637,0.372,745,1375,0.542,1.37,0.547
2018,31,Buffalo,34,84.8,9.7,26,329,887,0.371,716,1319,0.543,1.31,0.548
2018,32,Xavier,33,84.3,7.8,21,258,699,0.369,695,1243,0.559,1.43,0.557
2018,33,Michigan,35,74.5,9.1,25,320,868,0.369,623,1135,0.549,1.3,0.551
2018,34,Clemson,32,73.3,8.3,23,266,726,0.366,543,1060,0.512,1.31,0.527
2018,35,Auburn,32,83.4,9.8,27,312,852,0.366,556,1125,0.494,1.35,0.518
2018,36,Texas Tech,33,75.2,7,19,232,634,0.366,631,1226,0.515,1.33,0.526
2018,37,North Carolina,35,82,8.3,23,290,796,0.364,758,1483,0.511,1.26,0.523
2018,38,Seton Hall,32,79,7.3,20,233,640,0.364,681,1311,0.519,1.3,0.528
2018,39,Arizona State,31,83.5,8.9,25,277,761,0.364,590,1107,0.533,1.39,0.538
2018,40,Charleston,33,75.1,7.7,21,254,698,0.364,598,1155,0.518,1.34,0.528
2018,41,Texas Southern,34,77.6,7.8,22,266,732,0.363,612,1257,0.487,1.33,0.508
2018,42,Miami,31,74.2,7.8,22,243,669,0.363,607,1163,0.522,1.25,0.531
2018,43,Oklahoma,31,85.2,9.5,26,296,816,0.363,629,1177,0.534,1.32,0.538
2018,44,Cincinnati,33,75,7.4,21,244,681,0.358,629,1245,0.505,1.29,0.517
2018,45,Kentucky,33,76.7,5.4,15,178,497,0.358,717,1411,0.508,1.33,0.516
2018,46,UNC Greensboro,34,73.5,9.6,27,328,917,0.358,568,1092,0.52,1.24,0.528
2018,47,Butler,33,79.1,8.2,23,270,759,0.356,694,1282,0.541,1.28,0.538
2018,48,Marshall,34,84.3,10,28,341,963,0.354,651,1153,0.565,1.35,0.549
2018,49,West Virginia,34,79.6,8.8,25,299,847,0.353,645,1329,0.485,1.24,0.503
2018,50,Ohio State,32,75.8,6.8,19,216,612,0.353,678,1230,0.551,1.32,0.544
2018,51,Florida State,31,81.8,8,23,248,706,0.351,658,1206,0.546,1.33,0.539
2018,52,Rhode Island,31,76.8,6.8,19,210,600,0.35,669,1304,0.513,1.25,0.517
2018,53,Radford,34,67.4,7.7,22,263,752,0.35,539,1130,0.477,1.22,0.496
2018,54,Pennsylvania,31,76.7,8.8,25,272,783,0.347,575,1057,0.544,1.29,0.534
2018,55,Long Island University,34,77.5,8,23,272,789,0.345,644,1216,0.53,1.31,0.525
2018,56,Kansas State,33,72.4,6.9,20,229,666,0.344,625,1145,0.546,1.32,0.535
2018,57,Bucknell,34,81.1,7.9,23,269,784,0.343,673,1211,0.556,1.38,0.54
2018,58,Montana,33,78.1,5.5,16,183,534,0.343,743,1431,0.519,1.31,0.518
2018,59,Wright State,34,72.1,6.9,20,233,682,0.342,621,1277,0.486,1.25,0.495
2018,60,San Diego State,32,77.5,7.3,22,235,693,0.339,647,1220,0.53,1.3,0.522
2018,61,North Carolina Central,34,72.8,6.2,18,212,626,0.339,716,1365,0.525,1.24,0.519
2018,62,CSU Fullerton,31,73.2,5.3,16,163,482,0.338,623,1189,0.524,1.36,0.519
2018,63,Providence,34,73.7,6.4,19,217,651,0.333,655,1324,0.495,1.27,0.496
2018,64,New Mexico State,33,75.9,7.5,23,249,748,0.333,690,1294,0.533,1.23,0.521
2018,65,Lipscomb,32,82.6,8.1,25,260,785,0.331,641,1191,0.538,1.34,0.522
2018,66,Texas A&M,32,75,6.6,20,211,645,0.327,676,1297,0.521,1.24,0.511
2018,67,Alabama,34,72.4,6.4,20,217,669,0.324,643,1208,0.532,1.31,0.516
2018,68,Syracuse,33,67.5,5.8,18,193,600,0.322,558,1196,0.467,1.24,0.472
2018,69,Texas,33,71.7,7.1,22,234,742,0.315,617,1201,0.514,1.22,0.498
2018,70,North Carolina A&T,34,75.6,6.1,20,207,690,0.3,702,1269,0.553,1.31,0.517
2017,1,Marquette,31,82.5,10.5,24,325,755,0.43,569,1080,0.527,1.39,0.576
2017,2,Wichita State,34,82.1,8.7,21,296,725,0.408,653,1280,0.51,1.39,0.547
2017,3,Purdue,32,80.1,9,22,288,709,0.406,606,1155,0.525,1.38,0.557
2017,4,SMU,34,74.5,8.1,20,277,682,0.406,613,1197,0.512,1.35,0.547
2017,5,UCLA,33,90.4,9.9,24,327,807,0.405,786,1337,0.588,1.39,0.595
2017,6,Kansas,32,82.7,8.7,22,279,689,0.405,667,1254,0.532,1.36,0.559
2017,7,Virginia Tech,32,79.3,8.8,22,283,703,0.403,581,1061,0.548,1.44,0.57
2017,8,Iowa State,33,80.9,10,25,329,818,0.402,642,1254,0.512,1.29,0.548
2017,9,Oklahoma State,32,85.5,9,22,287,716,0.401,635,1270,0.5,1.38,0.537
2017,10,Saint Mary's,32,72,8.8,22,282,706,0.399,560,992,0.565,1.36,0.579
2017,11,Creighton,34,82.1,8.7,22,297,744,0.399,755,1327,0.569,1.35,0.58
2017,12,Arizona,34,76.3,6.7,17,229,576,0.398,662,1297,0.51,1.38,0.537
2017,13,Iona,34,80.5,9.8,25,332,836,0.397,619,1255,0.493,1.31,0.534
2017,14,Virginia,32,66.6,7,18,224,570,0.393,573,1147,0.5,1.24,0.529
2017,15,North Dakota,31,80.5,7,18,218,563,0.387,676,1287,0.525,1.35,0.542
2017,16,Dayton,31,76.5,8.1,21,251,649,0.387,551,1056,0.522,1.39,0.544
2017,17,Wake Forest,32,82.7,8.1,21,259,670,0.387,639,1232,0.519,1.39,0.54
2017,18,Notre Dame,34,78,9.4,24,320,830,0.386,617,1203,0.513,1.3,0.54
2017,19,Nevada,34,80,9.2,24,312,811,0.385,595,1206,0.493,1.35,0.527
2017,20,East Tennessee State,34,79.9,7.5,20,256,669,0.383,679,1235,0.55,1.43,0.558
2017,21,Princeton,29,72.1,10,26,290,758,0.383,460,901,0.511,1.26,0.539
2017,22,Gonzaga,33,84.6,7.3,19,241,631,0.382,761,1304,0.584,1.44,0.58
2017,23,Michigan,35,74.8,9.4,25,328,860,0.381,592,1045,0.567,1.37,0.569
2017,24,Oregon,34,79.1,8.6,23,292,773,0.378,662,1209,0.548,1.36,0.555
2017,25,Bucknell,34,76.1,8.1,22,277,734,0.377,638,1168,0.546,1.36,0.554
2017,26,Vanderbilt,34,71.3,9.9,26,337,895,0.377,457,946,0.483,1.32,0.523
2017,27,Duke,35,80.7,8.2,22,288,766,0.376,680,1264,0.538,1.39,0.548
2017,28,Michigan State,33,71.7,7.8,21,259,689,0.376,591,1128,0.524,1.3,0.539
2017,29,Winthrop,32,79.7,9.5,25,304,814,0.373,562,1081,0.52,1.35,0.537
2017,30,Jacksonville State,34,69.7,7.3,20,248,666,0.372,586,1157,0.506,1.3,0.526
2017,31,Villanova,34,77.7,8.8,24,300,810,0.37,613,1027,0.597,1.44,0.579
2017,32,Vermont,34,73.6,6.4,17,219,594,0.369,697,1254,0.556,1.35,0.555
2017,33,Providence,32,70.3,7.2,20,230,625,0.368,549,1119,0.491,1.29,0.513
2017,34,Middle Tennessee,34,75,6.4,17,217,590,0.368,744,1372,0.542,1.3,0.545
2017,35,North Carolina,34,84.9,7.2,20,246,672,0.366,809,1567,0.516,1.29,0.526
2017,36,UNC Wilmington,34,85.2,9.6,26,326,891,0.366,720,1279,0.563,1.33,0.557
2017,37,Arkansas,34,79.8,6.5,18,222,610,0.364,721,1436,0.502,1.33,0.515
2017,38,Butler,31,76.3,7.6,21,237,652,0.363,594,1088,0.546,1.36,0.546
2017,39,USC,33,78.7,7.8,22,259,713,0.363,638,1264,0.505,1.31,0.519
2017,40,Maryland,32,74.2,8.3,23,265,730,0.363,540,1056,0.511,1.33,0.525
2017,41,South Dakota State,34,77.6,9.2,25,313,863,0.363,550,1017,0.541,1.4,0.542
2017,42,Troy,36,78.4,8.5,23,306,845,0.362,652,1250,0.522,1.35,0.53
2017,43,Florida,32,78.3,7.8,21,248,685,0.362,603,1208,0.499,1.32,0.515
2017,44,West Virginia,34,82,7.6,21,257,711,0.361,729,1442,0.506,1.29,0.518
2017,45,Kansas State,33,71.7,7.1,20,234,649,0.361,583,1133,0.515,1.33,0.524
