Year,RK,Team,GP,PPG,3PM,3PA,3PM,3PA,3P%,2PM,2PA,2P%,PPS,FG%
2005,3,Wake Forest,31,84.7,7.5,19,234,578,0.405,671,1259,0.533,1.43,0.556
2005,4,Arizona,33,79.7,6.8,17,226,562,0.402,735,1479,0.497,1.29,0.526
2005,5,Louisville,33,81.2,9.6,24,317,789,0.402,566,1109,0.51,1.41,0.549
2005,6,Texas Tech,30,77.5,4.6,11,137,341,0.402,710,1449,0.49,1.3,0.511
2005,7,North Carolina,31,88.8,7.4,18,229,572,0.4,715,1330,0.538,1.45,0.557
2005,8,New Mexico,32,76.4,8.3,21,265,663,0.4,573,1013,0.566,1.46,0.579
2005,9,Illinois,33,77.4,8.7,22,287,719,0.399,642,1182,0.543,1.34,0.564
2005,10,Alabama,31,75.9,7.7,20,240,609,0.394,553,1035,0.534,1.43,0.555
2005,11,Florida,30,76.9,7.7,20,230,585,0.393,573,1060,0.541,1.4,0.558
2005,12,Utah State,31,73,5.7,15,178,454,0.392,653,1112,0.587,1.44,0.587
2005,13,Gonzaga,29,79.7,5,13,146,374,0.39,654,1207,0.542,1.46,0.552
2005,14,Washington,32,86.3,7.3,19,233,603,0.386,773,1479,0.523,1.33,0.539
2005,15,Texas,30,77.6,7.9,21,238,617,0.386,554,1104,0.502,1.35,0.529
2005,16,Wisconsin,30,67.2,7.2,19,217,563,0.385,479,1029,0.466,1.27,0.505
2005,17,Northern Iowa,31,72.9,7.2,19,222,576,0.385,603,1134,0.532,1.32,0.547
2005,18,Duke,30,79.8,9,23,269,699,0.385,527,1076,0.49,1.35,0.524
2005,19,Oklahoma,31,75.4,6.7,18,209,544,0.384,644,1223,0.527,1.32,0.542
2005,20,Pittsburgh,28,72.4,6,16,167,439,0.38,546,1069,0.511,1.34,0.528
2005,21,Pacific,29,72.4,6.3,17,183,482,0.38,555,994,0.558,1.42,0.562
2005,22,Iowa,32,73.2,6.4,17,205,541,0.379,616,1231,0.5,1.32,0.521
2005,23,Bucknell,31,63.6,6.6,18,205,545,0.376,454,935,0.486,1.33,0.515
2005,24,Utah,32,68.8,4.4,12,140,373,0.375,637,1128,0.565,1.47,0.564
2005,25,Kansas,29,75.4,6.8,18,197,528,0.373,584,1110,0.526,1.34,0.537
2005,26,UCF,32,69.8,8.5,23,272,731,0.372,491,910,0.54,1.36,0.548
2005,27,NC State,32,73.8,8.5,23,271,734,0.369,535,1022,0.523,1.35,0.536
2005,28,Villanova,29,73.8,7.1,19,206,558,0.369,533,1110,0.48,1.28,0.505
2005,29,LSU,29,75.5,6.9,19,199,540,0.369,554,1086,0.51,1.35,0.524
2005,30,Charlotte,28,78.4,8,22,224,609,0.368,516,1100,0.469,1.28,0.499
2005,31,Southern Illinois,33,67.4,5.8,16,192,523,0.367,644,1317,0.489,1.21,0.507
2005,32,UTEP,34,75.4,6.1,17,206,562,0.367,673,1340,0.502,1.35,0.516
2005,33,Niagara,29,85.2,9.1,25,264,725,0.364,545,1122,0.486,1.34,0.509
2005,34,Winthrop,32,68.2,6.6,18,210,578,0.363,535,1086,0.493,1.31,0.511
2005,35,George Washington,29,77.2,5.4,15,156,431,0.362,648,1254,0.517,1.33,0.523
2005,36,Michigan State,28,78.1,6.9,19,192,533,0.36,584,1032,0.566,1.4,0.557
2005,37,Vermont,30,72.6,8.5,24,255,708,0.36,506,1015,0.499,1.26,0.516
2005,38,Minnesota,31,68.5,5.3,15,165,464,0.356,585,1180,0.496,1.29,0.506
2005,39,Saint Mary's,33,70.2,7,20,230,650,0.354,546,1117,0.489,1.31,0.504
2005,40,UAB,31,77.8,6.6,19,204,579,0.352,648,1294,0.501,1.29,0.509
2005,41,Eastern Kentucky,30,73.1,6.3,18,188,534,0.352,631,1180,0.535,1.28,0.533
2005,42,UConn,29,78.6,5.1,15,149,424,0.351,662,1338,0.495,1.29,0.503
2005,43,Milwaukee,29,74.9,8,23,232,661,0.351,525,1036,0.507,1.28,0.514
2005,44,Fairleigh Dickinson,32,74.3,6.7,19,214,610,0.351,657,1308,0.502,1.24,0.51
2005,45,Montana,30,69.2,5.8,16,173,494,0.35,529,1047,0.505,1.35,0.512
2005,46,West Virginia,31,70.2,8.9,26,277,795,0.348,482,921,0.523,1.27,0.523
2005,47,Stanford,30,70.1,4,12,120,345,0.348,630,1370,0.46,1.23,0.472
2005,48,UCLA,28,74,6.4,19,180,518,0.347,542,1076,0.504,1.3,0.509
2005,49,Cincinnati,31,76.4,6.6,19,205,590,0.347,587,1215,0.483,1.31,0.496
2005,50,Delaware State,32,62.4,6.5,19,208,607,0.343,440,926,0.475,1.3,0.491
2005,51,Pennsylvania,28,68.5,6.5,19,182,533,0.341,477,976,0.489,1.27,0.497
2005,52,Kentucky,30,73.7,6.5,19,196,580,0.338,599,1152,0.52,1.28,0.516
2005,53,Old Dominion,33,71.2,6.2,18,203,604,0.336,640,1293,0.495,1.24,0.498
2005,54,Oakland,30,70.7,6.3,19,188,563,0.334,569,1126,0.505,1.26,0.504
2005,55,Louisiana,30,72.6,6.5,20,196,589,0.333,584,1160,0.503,1.24,0.502
2005,56,Mississippi State,32,72.4,5.8,18,186,560,0.332,632,1279,0.494,1.26,0.495
2005,57,Boston College,28,71.9,4,12,112,340,0.329,603,1243,0.485,1.27,0.487
2005,58,Georgia Tech,30,74.6,5.9,18,177,538,0.329,624,1230,0.507,1.27,0.503
2005,59,Ohio,31,71.8,5.6,17,173,537,0.322,582,1092,0.533,1.37,0.517
2005,60,Syracuse,33,75.5,4.6,15,153,487,0.314,770,1414,0.545,1.31,0.526
2005,61,SE Louisiana,32,63.6,3.6,11,114,366,0.311,634,1249,0.508,1.26,0.498
2005,62,Chattanooga,36,74,5.6,18,201,658,0.305,736,1387,0.531,1.3,0.507
2005,63,Iowa State,29,68.4,3.7,13,107,365,0.293,625,1295,0.483,1.19,0.473
2005,64,Nevada,30,70.2,2.7,10,81,299,0.271,667,1315,0.507,1.3,0.489
2004,1,Gonzaga,28,83,6.6,16,186,442,0.421,635,1137,0.558,1.47,0.579
2004,2,Saint Joseph's,28,77.8,9.8,24,273,671,0.407,488,919,0.531,1.37,0.564
2004,3,Michigan State,29,71.4,6.4,16,185,458,0.404,540,1006,0.537,1.42,0.558
2004,4,UConn,33,79.1,6.4,16,211,527,0.4,783,1540,0.508,1.26,0.532
2004,5,Utah,32,65.1,6,15,193,488,0.395,556,1092,0.509,1.32,0.535
2004,6,UIC,31,70,5,13,155,394,0.393,635,1339,0.474,1.25,0.501
2004,7,Oklahoma State,29,79.2,4.9,13,143,367,0.39,710,1283,0.553,1.39,0.56
2004,8,UTEP,31,77.3,6.2,16,192,496,0.387,613,1196,0.513,1.42,0.533
2004,9,VCU,30,70.8,6.6,17,197,510,0.386,585,1140,0.513,1.29,0.534
2004,10,Arizona,30,87.6,7.4,19,222,575,0.386,724,1377,0.526,1.35,0.541
2004,11,Cincinnati,30,76.9,7.2,19,217,564,0.385,594,1209,0.491,1.3,0.519
2004,12,Alabama,29,72.2,7.1,19,207,540,0.383,515,1054,0.489,1.31,0.518
2004,13,Wake Forest,28,83.8,7.6,20,214,559,0.383,584,1133,0.515,1.39,0.535
2004,14,Air Force,28,60.2,8.5,22,237,622,0.381,331,555,0.596,1.43,0.583
2004,15,Western Michigan,30,79.2,7.2,19,215,566,0.38,608,1211,0.502,1.34,0.524
2004,16,Florida,29,77.1,8.1,22,236,626,0.377,547,995,0.55,1.38,0.556
2004,17,Louisiana,28,77.9,8.3,22,232,616,0.377,549,1050,0.523,1.31,0.538
2004,18,Eastern Washington,29,70.6,6.1,16,176,469,0.375,550,1046,0.526,1.35,0.537
2004,19,Georgia Tech,32,78.1,7.3,19,232,620,0.374,646,1248,0.518,1.34,0.532
2004,20,Duke,31,79.5,7.3,19,225,604,0.373,624,1197,0.521,1.37,0.534
2004,21,Xavier,33,70.4,7.6,21,251,679,0.37,559,1157,0.483,1.27,0.51
2004,22,Providence,28,71.5,7.9,22,222,603,0.368,472,928,0.509,1.31,0.526
2004,23,Manhattan,29,74.3,5.8,16,167,454,0.368,540,1147,0.471,1.35,0.494
2004,24,Texas,29,78.1,7,19,202,551,0.367,607,1270,0.478,1.24,0.5
2004,25,UTSA,32,73.6,7.3,20,232,633,0.367,566,1200,0.472,1.28,0.499
2004,26,Stanford,30,73.9,5.2,14,156,426,0.366,640,1218,0.525,1.35,0.532
2004,27,DePaul,30,70.9,5.1,14,153,422,0.363,616,1215,0.507,1.3,0.516
2004,28,Vanderbilt,30,73.8,7.8,22,234,648,0.361,538,1073,0.501,1.29,0.517
2004,29,Memphis,28,73.6,8.7,24,244,678,0.36,449,964,0.466,1.25,0.496
2004,30,Pacific,31,69.1,5.9,17,183,512,0.357,534,1017,0.525,1.4,0.529
2004,31,UCF,30,71.2,7.6,21,227,638,0.356,549,1042,0.527,1.27,0.529
2004,32,Washington,30,81.4,6.5,18,195,549,0.355,660,1298,0.508,1.32,0.516
2004,33,Kentucky,29,72.6,6.2,17,179,505,0.354,592,1136,0.521,1.28,0.524
2004,34,Mississippi State,28,77.1,6.5,18,181,511,0.354,585,1127,0.519,1.32,0.523
2004,35,North Carolina,28,83.1,6.5,18,182,514,0.354,648,1281,0.506,1.3,0.513
2004,36,Northern Iowa,30,69.6,7.1,20,213,603,0.353,489,987,0.495,1.31,0.508
2004,37,Seton Hall,29,71.9,5.9,17,170,482,0.353,585,1162,0.503,1.27,0.511
2004,38,Monmouth,32,68.8,7.1,20,227,648,0.35,507,1103,0.46,1.26,0.484
2004,39,East Tennessee State,32,79.4,6.1,17,195,557,0.35,722,1428,0.506,1.28,0.511
2004,40,BYU,29,73.3,5.6,16,161,462,0.348,577,1052,0.548,1.4,0.541
2004,41,Florida A&M,30,72.1,8.5,24,254,732,0.347,438,941,0.465,1.29,0.49
2004,42,Princeton,27,63.4,6.1,18,164,474,0.346,452,794,0.569,1.35,0.55
2004,43,Nevada,31,75.8,4.9,14,152,442,0.344,677,1370,0.494,1.3,0.499
2004,44,Charlotte,29,79.3,7.8,23,226,658,0.343,561,1089,0.515,1.32,0.515
2004,45,NC State,29,73.3,8.3,24,242,705,0.343,473,877,0.539,1.34,0.528
2004,46,Illinois,29,73.2,6.9,20,201,589,0.341,582,1082,0.538,1.27,0.529
2004,47,Louisville,29,73.3,8,23,231,681,0.339,481,1013,0.475,1.25,0.488
2004,48,Texas Tech,32,73.4,3.7,11,118,348,0.339,750,1522,0.493,1.26,0.496
2004,49,Murray State,33,81.1,6.5,19,216,639,0.338,761,1321,0.576,1.37,0.554
2004,50,Alabama State,30,61.4,5.5,17,166,497,0.334,451,965,0.467,1.26,0.479
2004,51,Maryland,29,76.8,5.1,15,149,447,0.333,664,1396,0.476,1.21,0.482
2004,52,Kansas,29,75,5.8,17,168,506,0.332,618,1197,0.516,1.28,0.511
2004,53,Wisconsin,29,68.6,5.9,18,170,513,0.331,518,1030,0.503,1.29,0.501
2004,54,UAB,29,74.6,6.5,20,188,569,0.33,611,1234,0.495,1.2,0.495
2004,55,South Carolina,33,70.9,6.8,21,224,678,0.33,607,1228,0.494,1.23,0.495
2004,56,Southern Illinois,29,71.3,6,18,173,526,0.329,590,1190,0.496,1.2,0.495
2004,57,Vermont,30,66.4,6.4,20,192,585,0.328,523,1093,0.478,1.19,0.483
2004,58,Dayton,32,68,6.4,20,204,624,0.327,549,1043,0.526,1.3,0.513
2004,59,Boston College,32,68.8,3.8,12,120,376,0.319,656,1335,0.491,1.29,0.489
2004,60,Pittsburgh,33,69.2,4.2,14,140,447,0.313,709,1313,0.54,1.3,0.522
2004,61,Syracuse,28,72.9,4.3,14,121,388,0.312,654,1285,0.509,1.22,0.499
2004,62,Valparaiso,30,72.3,5.3,17,159,512,0.311,588,1165,0.505,1.29,0.493
2004,63,Richmond,33,64.6,5.7,18,188,608,0.309,546,1177,0.464,1.19,0.464
2004,64,Liberty,32,69.4,6.3,20,200,650,0.308,597,1212,0.493,1.19,0.482
2003,1,Pennsylvania,27,70.2,9,22,243,590,0.412,405,801,0.506,1.36,0.553
2003,2,Maryland,28,80.8,6.8,17,189,475,0.398,635,1299,0.489,1.28,0.518
2003,3,Oklahoma,29,71.9,7.4,19,216,547,0.395,524,1101,0.476,1.27,0.515
2003,4,Florida,31,75.9,8.7,22,269,686,0.392,566,1066,0.531,1.34,0.553
2003,5,Oregon,32,82.2,9,23,288,736,0.391,627,1248,0.502,1.33,0.534
2003,6,Creighton,33,79.2,8,20,263,676,0.389,684,1220,0.561,1.38,0.569
2003,7,Butler,30,68.3,8.4,22,251,648,0.387,471,866,0.544,1.35,0.56
2003,8,Central Michigan,30,80.5,7.1,18,213,550,0.387,601,1054,0.57,1.5,0.574
2003,9,UConn,30,80,6.1,16,182,471,0.386,704,1395,0.505,1.29,0.524
2003,10,Southern Illinois,30,74.5,6.1,16,183,475,0.385,638,1261,0.506,1.29,0.526
2003,11,San Diego,29,75.7,7.1,18,206,536,0.384,539,1029,0.524,1.4,0.542
2003,12,BYU,31,72.5,6.2,16,192,500,0.384,553,1090,0.507,1.41,0.529
2003,13,Wagner,31,75.5,7,18,218,568,0.384,626,1220,0.513,1.31,0.533
2003,14,LSU,31,73.2,6.7,18,209,545,0.383,622,1162,0.535,1.33,0.548
2003,15,Utah,31,67,7.2,19,223,583,0.383,497,987,0.504,1.32,0.53
2003,16,Notre Dame,31,80.1,8.3,22,257,675,0.381,587,1206,0.487,1.32,0.517
2003,17,Marquette,28,78.4,5.8,15,162,427,0.379,600,1148,0.523,1.39,0.535
2003,18,Oklahoma State,30,69.7,4.9,13,147,390,0.377,604,1281,0.472,1.25,0.493
2003,19,California,29,74.5,6.4,17,186,494,0.377,607,1209,0.502,1.27,0.52
2003,20,Gonzaga,31,77.1,7.2,19,222,591,0.376,586,1128,0.52,1.39,0.535
2003,21,UNC Wilmington,30,71.4,6.8,18,203,552,0.368,578,1140,0.507,1.27,0.522
2003,22,Saint Joseph's,29,70.6,8,22,233,634,0.368,470,944,0.498,1.3,0.519
2003,23,Illinois,29,75.6,7.4,20,215,586,0.367,572,1029,0.556,1.36,0.554
2003,24,Michigan State,31,67.2,4.9,13,152,415,0.366,562,1169,0.481,1.32,0.499
2003,25,Western Kentucky,32,74.1,7.7,21,245,670,0.366,593,1137,0.522,1.31,0.532
2003,26,UNC Asheville,30,72.2,6.5,18,196,536,0.366,550,1178,0.467,1.26,0.492
2003,27,Holy Cross,30,70.4,5.5,15,165,454,0.363,570,1135,0.502,1.33,0.514
2003,28,Colorado State,32,74.8,4.2,12,134,369,0.363,724,1310,0.553,1.43,0.551
2003,29,Tulsa,31,73.5,6.6,18,206,568,0.363,612,1200,0.51,1.29,0.521
2003,30,Xavier,31,78.5,6.4,18,199,552,0.361,640,1294,0.495,1.32,0.508
2003,31,Dayton,29,72.8,7.5,21,218,605,0.36,492,967,0.509,1.34,0.521
2003,32,Louisville,30,81.8,8.4,23,253,703,0.36,586,1123,0.522,1.34,0.529
2003,33,Missouri,30,72.6,7.6,21,228,634,0.36,562,1149,0.489,1.22,0.507
2003,34,Wisconsin,29,70.7,6.2,17,181,504,0.359,545,1059,0.515,1.31,0.522
2003,35,Sam Houston State,29,73.4,6.5,18,188,524,0.359,544,1055,0.516,1.35,0.523
2003,36,Pittsburgh,30,74.6,6.4,18,191,533,0.358,615,1072,0.574,1.39,0.562
2003,37,Kentucky,31,78,6,17,185,517,0.358,704,1308,0.538,1.32,0.538
2003,38,Stanford,31,72.3,6.9,19,215,601,0.358,580,1198,0.484,1.25,0.502
2003,39,Austin Peay,30,71.3,6.3,18,190,532,0.357,544,1062,0.512,1.34,0.52
2003,40,NC State,29,72.2,8.1,23,234,659,0.355,470,882,0.533,1.36,0.533
2003,41,Duke,29,81.9,7.3,21,211,595,0.355,586,1159,0.506,1.35,0.515
2003,42,Milwaukee,31,77.3,7.7,22,238,672,0.354,613,1117,0.549,1.34,0.542
2003,43,Arizona,28,85.2,7,20,197,562,0.351,652,1278,0.51,1.3,0.515
2003,44,East Tennessee State,30,82.3,5.4,15,162,464,0.349,713,1409,0.506,1.32,0.51
2003,45,Texas,28,78.9,5.9,17,164,470,0.349,620,1278,0.485,1.26,0.495
2003,46,Memphis,29,74.5,7,20,203,582,0.349,559,1158,0.483,1.24,0.496
2003,47,Manhattan,29,76.2,5.5,16,160,459,0.349,592,1210,0.489,1.32,0.499
2003,48,Indiana,33,70.5,7.5,22,249,717,0.347,521,1090,0.478,1.29,0.495
2003,49,Vermont,32,69.5,5.5,16,175,505,0.347,640,1302,0.492,1.23,0.499
2003,50,IUPUI,33,71.5,6.4,19,211,611,0.345,600,1183,0.507,1.31,0.511
2003,51,Mississippi State,29,70.6,5.6,16,163,473,0.345,605,1140,0.531,1.27,0.527
2003,52,Auburn,31,70.9,5.7,17,177,514,0.344,626,1200,0.522,1.28,0.52
2003,53,Wake Forest,29,78.4,6.1,18,177,514,0.344,581,1146,0.507,1.37,0.51
2003,54,Cincinnati,28,67.3,6.7,20,187,546,0.342,454,1041,0.436,1.19,0.463
2003,55,Utah State,32,66.8,4,12,128,374,0.342,648,1297,0.5,1.28,0.503
2003,56,Kansas,32,82.8,4.8,14,155,454,0.341,832,1553,0.536,1.32,0.53
2003,57,Troy,31,80.5,9.7,29,301,887,0.339,590,1164,0.507,1.22,0.508
2003,58,South Carolina State,30,72.8,5.2,15,155,464,0.334,589,1167,0.505,1.34,0.504
2003,59,Syracuse,29,80.1,5.2,16,152,460,0.33,696,1344,0.518,1.29,0.512
2003,60,Weber State,31,74.5,5.9,18,182,552,0.33,589,1087,0.542,1.41,0.526
2003,61,Purdue,28,71.8,5.1,16,143,434,0.329,522,1089,0.479,1.32,0.484
2003,62,Colorado,31,75.5,5,15,154,473,0.326,689,1428,0.482,1.23,0.484
2003,63,Arizona State,30,76.8,4,13,121,375,0.323,706,1335,0.529,1.35,0.519
2003,64,Alabama,28,69.3,6.4,20,178,556,0.32,495,1045,0.474,1.21,0.476
2002,1,Oregon,31,85.9,8.7,20,269,634,0.424,627,1200,0.523,1.45,0.562
2002,2,Kansas,32,92,6.1,15,196,464,0.422,908,1698,0.535,1.36,0.556
2002,3,UIC,33,73.9,7.5,18,246,597,0.412,597,1299,0.46,1.29,0.509
2002,4,UCLA,30,73.9,6.8,17,204,502,0.406,599,1189,0.504,1.31,0.535
2002,5,Tulsa,32,80.4,7.6,19,243,599,0.406,661,1298,0.509,1.36,0.541
2002,6,Utah,29,67.7,7.8,19,226,561,0.403,441,859,0.513,1.38,0.549
2002,7,Michigan State,30,69.7,5.8,15,173,435,0.398,574,1166,0.492,1.31,0.521
2002,8,Pennsylvania,31,73.1,8.2,21,255,643,0.397,536,1001,0.535,1.38,0.559
2002,9,Gonzaga,32,81.6,7.2,18,230,580,0.397,658,1278,0.515,1.41,0.54
2002,10,Indiana,31,70.2,7.2,18,223,566,0.394,544,1132,0.481,1.28,0.517
2002,11,UC Santa Barbara,30,66.2,6.2,16,185,472,0.392,481,1010,0.476,1.34,0.512
2002,12,Missouri,32,79.5,9.2,23,294,751,0.391,626,1257,0.498,1.27,0.531
2002,13,Ole Miss,30,72.5,7.5,19,225,583,0.386,499,973,0.513,1.4,0.538
2002,14,Ohio State,30,74.2,5.6,15,169,438,0.386,604,1141,0.529,1.41,0.543
2002,15,UConn,30,77.9,4.4,11,132,343,0.385,737,1465,0.503,1.29,0.517
2002,16,Hawai'i,32,72.2,7.3,19,233,610,0.382,562,1144,0.491,1.32,0.52
2002,17,Marquette,32,73.3,5.2,14,167,438,0.381,677,1344,0.504,1.32,0.52
2002,18,Arizona,31,83,7.7,20,239,629,0.38,629,1249,0.504,1.37,0.526
2002,19,Western Kentucky,31,78.2,8.7,23,270,711,0.38,584,1110,0.526,1.33,0.543
2002,20,Notre Dame,31,78.8,7.4,20,230,607,0.379,644,1291,0.499,1.29,0.521
2002,21,Texas Tech,31,79.5,4.6,12,142,376,0.378,763,1556,0.49,1.28,0.505
2002,22,UNC Wilmington,31,67.1,6.7,18,208,552,0.377,526,1139,0.462,1.23,0.496
2002,23,Southern Illinois,33,75.9,6.3,17,208,559,0.372,691,1384,0.499,1.29,0.516
2002,24,McNeese,29,70.5,5.8,16,167,450,0.371,554,1179,0.47,1.25,0.494
2002,25,Kent State,32,76.4,6.4,17,205,553,0.371,678,1312,0.517,1.31,0.528
2002,26,Maryland,30,85.3,6,16,180,487,0.37,733,1404,0.522,1.35,0.53
2002,27,Texas,31,79,6,16,187,506,0.37,684,1418,0.482,1.27,0.501
2002,28,Charlotte,29,73.9,8.3,22,240,650,0.369,500,1018,0.491,1.28,0.516
2002,29,Creighton,30,75.9,6.9,19,208,566,0.367,589,1136,0.518,1.34,0.529
2002,30,Pepperdine,30,81.5,7.4,20,223,607,0.367,654,1315,0.497,1.27,0.514
2002,31,Boston University,31,67.6,6.4,18,198,543,0.365,533,1161,0.459,1.23,0.487
2002,32,Montana,30,71.9,7,19,209,580,0.36,527,1037,0.508,1.33,0.52
2002,33,Oklahoma,31,78.2,6.8,19,211,587,0.359,670,1384,0.484,1.23,0.501
2002,34,Duke,32,89.7,8.5,24,272,757,0.359,738,1271,0.581,1.42,0.565
2002,35,Cincinnati,33,77.2,5.8,16,190,529,0.359,708,1398,0.506,1.32,0.515
2002,36,NC State,32,75.7,8.3,23,265,738,0.359,554,1066,0.52,1.34,0.527
2002,37,Xavier,30,72.7,6.2,17,186,519,0.358,547,1107,0.494,1.34,0.508
2002,38,San Diego State,32,74.7,4.4,12,140,391,0.358,743,1452,0.512,1.3,0.517
2002,39,Wake Forest,32,81.8,6.9,19,221,620,0.356,717,1351,0.531,1.33,0.532
2002,40,Illinois,32,77.3,6.9,19,221,620,0.356,604,1146,0.527,1.4,0.53
2002,41,Davidson,30,70.9,8.2,23,245,691,0.355,506,1034,0.489,1.23,0.506
2002,42,Hampton,32,79.9,6.5,19,209,593,0.352,700,1279,0.547,1.37,0.541
2002,43,Wisconsin,30,66.9,6.6,19,197,559,0.352,492,1013,0.486,1.28,0.501
2002,44,Florida,30,80.4,7.5,21,224,636,0.352,641,1197,0.536,1.32,0.533
2002,45,Mississippi State,33,74.2,5.5,16,182,517,0.352,712,1344,0.53,1.32,0.529
2002,46,Valparaiso,32,78,8.3,24,266,761,0.35,604,1170,0.516,1.29,0.519
2002,47,Miami,31,74.7,7.4,21,230,661,0.348,565,1174,0.481,1.26,0.496
2002,48,Stanford,28,81.2,7.1,20,199,573,0.347,573,1130,0.507,1.33,0.512
2002,49,Siena,34,69.6,7,20,238,686,0.347,559,1234,0.453,1.23,0.477
2002,50,Central Connecticut,31,71.8,4.3,12,133,384,0.346,662,1351,0.49,1.28,0.497
2002,51,USC,31,77.6,6.2,18,191,554,0.345,691,1446,0.478,1.2,0.489
2002,52,Holy Cross,32,63.3,4.5,13,144,424,0.34,530,1225,0.433,1.23,0.452
2002,53,Florida Atlantic,30,74.2,5.8,17,173,510,0.339,656,1433,0.458,1.15,0.471
2002,54,Boston College,31,74.1,6.7,20,207,611,0.339,572,1239,0.462,1.24,0.477
2002,55,Oklahoma State,31,72,5.3,16,163,494,0.33,651,1316,0.495,1.23,0.495
2002,56,Pittsburgh,32,72.6,6.4,20,204,627,0.325,642,1174,0.547,1.29,0.526
2002,57,Murray State,31,78.9,6.5,20,200,627,0.319,714,1395,0.512,1.21,0.501
2002,58,California,30,72.6,5.9,19,176,556,0.317,615,1185,0.519,1.25,0.505
2002,59,Georgia,30,76.1,5.9,19,177,562,0.315,640,1267,0.505,1.25,0.495
2002,60,Winthrop,30,68.5,6.5,21,194,617,0.314,515,1061,0.485,1.22,0.48
2002,61,Alabama,33,76.2,6.3,20,209,676,0.309,655,1291,0.507,1.28,0.492
2002,62,Kentucky,29,76.6,6.8,22,197,638,0.309,627,1201,0.522,1.21,0.502
2002,63,Wyoming,29,75.6,4.3,14,125,415,0.301,618,1215,0.509,1.34,0.494
2002,64,St. John's,31,70.3,4.3,15,132,460,0.287,628,1437,0.437,1.15,0.435