Year,RK,Team,GP,PPG,FGM,FGA,FGM,FGA,FG%,2PM,2PA,2P%,PPS,FG%
2017,45,North Carolina Central,33,75.1,26.8,58.7,886,1938,0.457,636,1203,0.529,1.28,0.522
2017,46,Winthrop,32,79.7,27.1,59.2,866,1895,0.457,562,1081,0.52,1.35,0.537
2017,47,Louisville,32,77.5,27.9,61.3,893,1961,0.455,665,1325,0.502,1.27,0.514
2017,48,Iona,34,80.5,28,61.5,951,2091,0.455,619,1255,0.493,1.31,0.534
2017,49,Cincinnati,34,74.5,26.9,59.3,916,2016,0.454,664,1282,0.518,1.26,0.517
2017,50,Xavier,34,74.6,25.8,56.7,876,1929,0.454,637,1226,0.52,1.32,0.516
2017,51,USC,33,78.7,27.2,59.9,897,1977,0.454,638,1264,0.505,1.31,0.519
2017,52,Miami,32,69.4,24.8,54.6,792,1748,0.453,587,1177,0.499,1.27,0.512
2017,53,Rhode Island,33,73.4,26.1,57.6,860,1901,0.452,653,1292,0.505,1.27,0.507
2017,54,Princeton,29,72.1,25.9,57.2,750,1659,0.452,460,901,0.511,1.26,0.539
2017,55,Wisconsin,34,71.9,26.2,58,891,1972,0.452,634,1249,0.508,1.24,0.517
2017,56,Maryland,32,74.2,25.2,55.8,805,1786,0.451,540,1056,0.511,1.33,0.525
2017,57,Seton Hall,32,73.3,26.4,58.7,846,1879,0.45,650,1299,0.5,1.25,0.502
2017,58,Nevada,34,80,26.7,59.3,907,2017,0.45,595,1206,0.493,1.35,0.527
2017,59,Florida,32,78.3,26.6,59.2,851,1893,0.45,603,1208,0.499,1.32,0.515
2017,60,Providence,32,70.3,24.3,54.5,779,1744,0.447,549,1119,0.491,1.29,0.513
2017,61,Mount St. Mary's,34,68.3,24.4,55.1,831,1873,0.444,585,1183,0.495,1.24,0.509
2017,62,UC Davis,34,70.5,24.4,55.8,830,1898,0.437,618,1299,0.476,1.26,0.493
2017,63,Northwestern,34,71.1,25.3,58,860,1973,0.436,619,1266,0.489,1.23,0.497
2017,64,Minnesota,33,75.3,26.2,60.2,863,1985,0.435,660,1396,0.473,1.25,0.486
2017,65,Vanderbilt,34,71.3,23.4,54.1,794,1841,0.431,457,946,0.483,1.32,0.523
2017,66,Texas Southern,34,74.4,24.8,57.6,844,1957,0.431,646,1289,0.501,1.29,0.482
2017,67,Kent State,35,76.9,27.3,63.8,955,2232,0.428,707,1451,0.487,1.21,0.483
2017,68,South Carolina,32,72.1,24.6,59.3,787,1899,0.414,571,1260,0.453,1.21,0.471
2016,1,Iowa State,32,81.8,31.2,62.2,998,1990,0.502,733,1293,0.567,1.32,0.568
2016,2,Indiana,32,82.3,29.2,58.3,934,1864,0.501,618,1102,0.561,1.41,0.586
2016,3,Kansas,34,81.6,28.7,58.1,976,1974,0.494,693,1310,0.529,1.4,0.566
2016,4,Utah,34,77.6,27.3,55.8,928,1898,0.489,669,1185,0.565,1.39,0.557
2016,5,Maryland,33,76.1,26.5,54.4,876,1794,0.488,624,1121,0.557,1.4,0.559
2016,6,Virginia,33,70.4,25.7,52.8,849,1743,0.487,651,1254,0.519,1.33,0.544
2016,7,Gonzaga,33,79.7,28.2,57.9,929,1910,0.486,671,1228,0.546,1.38,0.554
2016,8,Michigan State,33,80.2,28.9,59.5,954,1964,0.486,652,1270,0.513,1.35,0.563
2016,9,Weber State,34,76.7,26.1,53.9,887,1831,0.484,600,1063,0.564,1.42,0.563
2016,10,Stephen F. Austin,32,80.7,28.9,59.8,926,1915,0.484,672,1224,0.549,1.35,0.55
2016,11,Arizona,33,81.2,28.1,58.2,926,1922,0.482,711,1360,0.523,1.39,0.538
2016,12,North Carolina,34,82.3,30.8,64.3,1047,2187,0.479,864,1604,0.539,1.28,0.521
2016,13,Kentucky,33,79.6,28.6,59.7,943,1971,0.478,717,1358,0.528,1.33,0.536
2016,14,Miami,32,75.6,26.2,54.9,837,1756,0.477,618,1157,0.534,1.38,0.539
2016,15,Florida Gulf Coast,33,77,28.8,60.3,949,1991,0.477,773,1498,0.516,1.28,0.521
2016,16,Stony Brook,32,76.8,28.5,59.9,913,1917,0.476,696,1333,0.522,1.28,0.533
2016,17,Purdue,33,78.2,27.7,58.3,913,1925,0.474,657,1237,0.531,1.34,0.541
2016,18,Notre Dame,32,75.7,27.2,57.6,869,1844,0.471,634,1207,0.525,1.31,0.535
2016,19,Yale,28,75.2,26.6,56.4,744,1580,0.471,563,1096,0.514,1.33,0.528
2016,20,Villanova,34,77,26.6,56.9,905,1936,0.467,614,1089,0.564,1.35,0.543
2016,21,Oregon,34,78.8,27.4,58.7,933,1997,0.467,699,1327,0.527,1.34,0.526
2016,22,Baylor,33,77.2,27.4,58.6,903,1935,0.467,699,1379,0.507,1.32,0.519
2016,23,Michigan,34,74.3,26.4,56.6,898,1926,0.466,572,1077,0.531,1.31,0.551
2016,24,Butler,31,80.6,28,60.1,868,1864,0.466,648,1295,0.5,1.34,0.525
2016,25,Austin Peay,35,76,26.3,56.8,920,1988,0.463,701,1358,0.516,1.34,0.518
2016,26,Fairleigh Dickinson,32,77.9,28.3,61.2,906,1958,0.463,676,1325,0.51,1.27,0.521
2016,27,Hawai'i,32,77.6,26.3,57,843,1824,0.462,613,1120,0.547,1.36,0.525
2016,28,California,33,75.1,26.3,57,867,1881,0.461,634,1249,0.508,1.32,0.523
2016,29,Vanderbilt,32,76.8,26.3,57.1,841,1826,0.461,571,1131,0.505,1.35,0.535
2016,30,Pittsburgh,32,76,26.9,58.5,860,1871,0.46,659,1293,0.51,1.3,0.513
2016,31,Dayton,32,73.2,25.6,55.6,818,1780,0.46,603,1160,0.52,1.32,0.52
2016,32,UConn,33,73.5,26.6,57.9,878,1911,0.459,647,1275,0.507,1.27,0.52
2016,33,Duke,33,81.5,27.4,59.8,905,1972,0.459,599,1181,0.507,1.36,0.537
2016,34,Oklahoma,32,80.4,27.6,60.3,884,1928,0.459,550,1144,0.481,1.33,0.545
2016,35,UNC Asheville,33,75.6,26.6,58.1,877,1916,0.458,687,1330,0.517,1.3,0.507
2016,36,USC,33,80.8,28.9,63.2,954,2085,0.458,694,1410,0.492,1.28,0.52
2016,37,Northern Iowa,34,68,23.6,51.5,801,1751,0.457,523,1009,0.518,1.32,0.537
2016,38,Chattanooga,34,75.8,25.6,56,869,1904,0.456,610,1192,0.512,1.35,0.524
2016,39,Little Rock,32,71,25.3,55.5,810,1775,0.456,567,1152,0.492,1.28,0.525
2016,40,Iona,32,79.6,27.8,60.8,888,1947,0.456,568,1087,0.523,1.31,0.538
2016,41,UNC Wilmington,32,79.2,28.1,61.6,898,1971,0.456,679,1320,0.514,1.29,0.511
2016,42,West Virginia,34,79.2,27.3,60.3,927,2050,0.452,721,1423,0.507,1.31,0.502
2016,43,Xavier,32,81.3,27.4,60.6,876,1938,0.452,633,1266,0.5,1.34,0.515
2016,44,VCU,33,77.3,28,62.1,925,2048,0.452,685,1383,0.495,1.25,0.51
2016,45,CSU Bakersfield,32,73,26.5,58.8,849,1881,0.451,675,1375,0.491,1.24,0.498
2016,46,South Dakota State,33,76.3,25.8,57.3,853,1891,0.451,608,1205,0.505,1.33,0.516
2016,47,Middle Tennessee,33,72.7,26,57.6,857,1902,0.451,597,1229,0.486,1.26,0.519
2016,48,Iowa,31,78.1,27.6,61.2,855,1898,0.45,600,1231,0.487,1.28,0.518
2016,49,Texas A&M,33,75.9,26.6,59.1,878,1950,0.45,623,1228,0.507,1.28,0.516
2016,50,Seton Hall,33,74.8,26.4,58.7,872,1937,0.45,670,1364,0.491,1.28,0.502
2016,51,Saint Joseph's,33,77.3,27,60.1,891,1984,0.449,655,1264,0.518,1.29,0.509
2016,52,Green Bay,35,84.2,29.3,65.5,1027,2294,0.448,781,1591,0.491,1.29,0.501
2016,53,Texas Tech,31,72.4,24.5,54.8,760,1700,0.447,582,1183,0.492,1.32,0.499
2016,54,Southern,34,72.9,26.1,58.6,887,1991,0.446,679,1401,0.485,1.25,0.498
2016,55,Tulsa,31,74,25.7,57.8,796,1793,0.444,580,1137,0.51,1.28,0.504
2016,56,Oregon State,31,72.1,25.4,57.5,786,1783,0.441,575,1213,0.474,1.25,0.5
2016,57,Buffalo,34,77.6,26.2,59.9,892,2037,0.438,639,1287,0.497,1.29,0.5
2016,58,Fresno State,34,75.3,26.5,61,900,2073,0.434,688,1453,0.474,1.24,0.485
2016,59,Wichita State,32,73.2,25,57.7,801,1846,0.434,567,1136,0.499,1.27,0.497
2016,60,Texas,32,71.3,24.7,57.1,789,1828,0.432,566,1171,0.483,1.25,0.493
2016,61,Wisconsin,32,68.9,23.5,54.6,751,1748,0.43,540,1158,0.466,1.26,0.49
2016,62,Cincinnati,32,73.2,25.7,60.2,823,1925,0.428,581,1224,0.475,1.22,0.49
2016,63,Syracuse,32,70.2,23.9,56.1,766,1796,0.427,486,1020,0.476,1.25,0.504
2016,64,Colorado,33,76,25.5,60,842,1979,0.425,592,1342,0.441,1.27,0.489
2016,65,Providence,33,74,25.2,59.8,833,1974,0.422,599,1245,0.481,1.24,0.481
2016,66,Hampton,31,74.8,25.6,61.6,793,1911,0.415,590,1252,0.471,1.21,0.468
2016,67,Holy Cross,33,65.3,22.3,54.1,737,1785,0.413,501,1064,0.471,1.21,0.479
2016,68,Temple,32,68.7,24.8,61.2,792,1957,0.405,541,1218,0.444,1.12,0.469
2015,1,Gonzaga,34,79.1,28.6,54.6,973,1856,0.524,731,1263,0.579,1.45,0.589
2015,2,Notre Dame,34,78.8,27.8,54.5,945,1853,0.51,664,1137,0.584,1.45,0.586
2015,3,Duke,33,80.6,28.6,57,944,1880,0.502,694,1232,0.563,1.41,0.569
2015,4,Stephen F. Austin,33,79.5,27.1,55.1,894,1819,0.491,637,1153,0.552,1.44,0.562
2015,5,Arizona,34,76.4,26.7,54.6,908,1855,0.489,736,1377,0.534,1.4,0.536
2015,6,Lafayette,32,74.2,26.6,54.5,851,1744,0.488,594,1122,0.529,1.36,0.562
2015,7,Ohio State,33,75.8,27.8,57.2,916,1886,0.486,691,1281,0.539,1.33,0.545
2015,8,Northeastern,34,68.6,23.9,49.1,811,1670,0.486,611,1155,0.529,1.4,0.546
2015,9,Utah,32,72.1,24.6,50.8,788,1624,0.485,541,1013,0.534,1.42,0.561
2015,10,Northern Iowa,33,65.4,22.3,46.2,735,1523,0.483,493,914,0.539,1.42,0.562
2015,11,Georgia State,33,72,25.9,53.9,854,1778,0.48,691,1286,0.537,1.34,0.526
2015,12,Iowa State,33,78.4,27.8,57.8,916,1908,0.48,659,1205,0.547,1.36,0.547
2015,13,Eastern Washington,34,80.8,28,58.3,951,1981,0.48,616,1149,0.536,1.39,0.565
2015,14,Wisconsin,34,71.9,25.3,52.7,860,1793,0.48,623,1130,0.551,1.36,0.546
2015,15,SMU,33,69.4,24.6,51.4,812,1695,0.479,674,1311,0.514,1.35,0.52
2015,16,Belmont,32,74.5,26,54.6,831,1746,0.476,510,905,0.564,1.36,0.568
2015,17,North Carolina,35,77.9,29.1,61.3,1019,2144,0.475,852,1660,0.513,1.27,0.514
2015,18,Xavier,34,73.6,26,55,885,1870,0.473,671,1257,0.534,1.34,0.53
2015,19,Davidson,31,79.9,28.3,60,877,1861,0.471,540,1012,0.534,1.33,0.562
2015,20,Michigan State,34,71.9,26.5,56.2,901,1912,0.471,645,1249,0.516,1.28,0.538
2015,21,Villanova,34,76.3,25.3,53.9,861,1833,0.47,555,1046,0.531,1.41,0.553
2015,22,North Florida,34,75.7,25.6,54.6,872,1858,0.469,564,1070,0.527,1.39,0.552
2015,23,Kentucky,34,74.9,26,55.4,883,1884,0.469,698,1355,0.515,1.35,0.518
2015,24,BYU,34,83.6,27.9,59.8,948,2032,0.467,663,1298,0.511,1.4,0.537
2015,25,Indiana,33,77.5,27.2,58.5,899,1930,0.466,591,1166,0.507,1.32,0.546
2015,26,New Mexico State,33,68.5,23.9,51.3,788,1692,0.466,628,1257,0.5,1.34,0.513
2015,27,Dayton,33,68.2,22.7,49.1,750,1620,0.463,537,1015,0.529,1.39,0.529
2015,28,Virginia,32,65.3,23.8,51.4,761,1644,0.463,599,1195,0.501,1.27,0.512
2015,29,Wyoming,34,61.7,21.4,46.3,726,1573,0.462,526,953,0.552,1.33,0.525
2015,30,UC Irvine,33,67.9,25.2,54.5,830,1799,0.461,618,1255,0.492,1.25,0.52
2015,31,Oregon,34,75.6,27.6,59.7,937,2031,0.461,689,1343,0.513,1.26,0.522
2015,32,Valparaiso,33,69.8,24.8,53.9,817,1780,0.459,593,1187,0.5,1.29,0.522
2015,33,Wofford,34,67,23.5,51.3,800,1745,0.458,585,1173,0.499,1.31,0.52
2015,34,Boise State,33,70.8,24.5,53.6,809,1768,0.458,518,1030,0.503,1.32,0.54
2015,35,LSU,32,73.7,27.1,59.4,868,1902,0.456,684,1359,0.503,1.24,0.505
2015,36,Georgetown,31,70.7,24.2,53.2,750,1650,0.455,569,1129,0.504,1.33,0.509
2015,37,Purdue,33,70,24.3,53.6,801,1768,0.453,610,1197,0.51,1.31,0.508
2015,38,Cincinnati,32,62.4,22.4,49.4,716,1581,0.453,555,1098,0.505,1.26,0.504
2015,39,Arkansas,34,78,27.4,61.3,932,2083,0.447,705,1435,0.491,1.27,0.502
2015,40,Wichita State,32,69.7,24.5,54.9,784,1756,0.446,560,1137,0.493,1.27,0.51
2015,41,Robert Morris,33,69,24.3,54.5,802,1798,0.446,591,1243,0.475,1.27,0.505
2015,42,Texas Southern,34,68.2,23.4,52.6,794,1789,0.444,614,1227,0.5,1.3,0.494
2015,43,Providence,33,70.2,24.5,55.5,808,1830,0.442,647,1310,0.494,1.27,0.486
2015,44,St. John's,32,71.2,25.3,57.2,808,1831,0.441,613,1279,0.479,1.24,0.495
2015,45,UCLA,33,72,25.7,58.4,849,1927,0.441,644,1363,0.472,1.23,0.494
2015,46,Albany,32,65.5,22.1,50.2,706,1605,0.44,509,1058,0.481,1.31,0.501
2015,47,Kansas,34,71.2,24.2,55,822,1869,0.44,624,1341,0.465,1.3,0.493
2015,48,Oklahoma State,31,67.3,22.8,51.8,706,1607,0.439,490,989,0.495,1.3,0.507
2015,49,Coastal Carolina,33,71.7,24.5,55.8,808,1841,0.439,587,1220,0.481,1.29,0.499
2015,50,Butler,32,69.6,24.3,55.3,777,1771,0.439,593,1257,0.472,1.26,0.491
2015,51,Maryland,33,69.5,22.5,51.3,741,1693,0.438,500,1046,0.478,1.35,0.509
2015,52,NC State,33,70.4,24.8,56.8,820,1875,0.437,601,1269,0.474,1.24,0.496
2015,53,Oklahoma,32,71.9,25.6,58.6,818,1874,0.436,602,1245,0.484,1.23,0.494
2015,54,Texas,33,67.9,23.6,54.2,779,1787,0.436,573,1180,0.486,1.25,0.494
2015,55,Harvard,29,64.2,22.4,51.5,650,1493,0.435,509,1094,0.465,1.25,0.483
2015,56,Georgia,32,68.3,22.8,52.3,728,1673,0.435,548,1149,0.477,1.31,0.489
2015,57,Buffalo,32,75,25.5,58.7,817,1878,0.435,624,1311,0.476,1.28,0.486
2015,58,Manhattan,32,69.9,22.9,52.7,733,1686,0.435,524,1071,0.489,1.33,0.497
2015,59,Baylor,33,69.5,24.1,55.5,794,1831,0.434,565,1224,0.462,1.25,0.496
2015,60,North Dakota State,32,64.5,22.3,51.8,714,1659,0.43,494,1080,0.457,1.24,0.497
2015,61,UAB,34,68.9,24.1,56.1,820,1907,0.43,633,1344,0.471,1.23,0.479
2015,62,Louisville,32,69.2,24.5,57.1,783,1827,0.429,602,1232,0.489,1.21,0.478
2015,63,Iowa,32,69.4,23.7,55.5,758,1776,0.427,577,1231,0.469,1.25,0.478
2015,64,Ole Miss,32,72.6,24.6,57.8,788,1850,0.426,581,1238,0.469,1.26,0.482
2015,65,VCU,35,72.5,24.9,59.3,872,2076,0.42,589,1248,0.472,1.22,0.488
2015,66,San Diego State,34,61.8,22.2,53.1,756,1805,0.419,578,1249,0.463,1.16,0.468
2015,67,West Virginia,32,73.9,25.4,61.7,813,1975,0.412,600,1306,0.459,1.2,0.466
2015,68,Hampton,33,67.2,22.8,56,753,1847,0.408,566,1232,0.459,1.2,0.458
2014,1,North Dakota State,31,76.4,27.3,53.6,846,1661,0.509,678,1203,0.564,1.43,0.56
2014,2,Creighton,33,79.5,27.5,55.1,907,1818,0.499,565,1006,0.562,1.44,0.593
2014,3,Gonzaga,34,76.9,27.2,54.7,925,1859,0.498,685,1250,0.548,1.41,0.562
2014,4,Kansas,33,79.6,27.4,55.3,904,1826,0.495,720,1293,0.557,1.44,0.545
2014,5,American,32,63.9,23,46.6,737,1490,0.495,534,959,0.557,1.37,0.563
2014,6,New Mexico State,35,77.2,26,52.9,910,1853,0.491,721,1346,0.536,1.46,0.542
2014,7,UCLA,34,81.8,29.1,59.3,988,2016,0.49,771,1461,0.528,1.38,0.544
2014,8,Eastern Kentucky,33,79,26,53.1,859,1753,0.49,556,977,0.569,1.49,0.576
2014,9,Weber State,30,73.2,23.9,49.6,716,1488,0.481,501,939,0.534,1.48,0.553
2014,10,Michigan,32,75,25.9,53.8,828,1722,0.481,554,1034,0.536,1.39,0.56
2014,11,Memphis,32,77.6,28.3,59.2,907,1895,0.479,734,1378,0.533,1.31,0.524
2014,12,Mercer,34,79.3,27.4,57.7,933,1963,0.475,656,1242,0.528,1.37,0.546
2014,13,Michigan State,33,76.2,27.3,57.5,900,1899,0.474,628,1216,0.516,1.32,0.546
2014,14,Louisville,34,82.1,28.9,61,983,2075,0.474,709,1337,0.53,1.35,0.54
2014,15,Iowa State,33,82.9,29.3,62.1,966,2049,0.471,692,1268,0.546,1.33,0.538
2014,16,Xavier,33,72.2,25.6,54.4,846,1795,0.471,674,1309,0.515,1.33,0.519
2014,17,Louisiana,33,81.4,28.2,60.2,931,1986,0.469,700,1358,0.515,1.35,0.527
2014,18,Arizona,34,73.1,26.2,56,892,1904,0.468,712,1399,0.509,1.3,0.516
2014,19,Saint Joseph's,32,71.5,24.7,52.7,789,1685,0.468,552,1063,0.519,1.36,0.539
2014,20,Oregon,32,81.8,27.4,58.6,877,1874,0.468,628,1239,0.507,1.4,0.534
2014,21,Harvard,30,73.6,24.9,53.2,746,1596,0.467,574,1151,0.499,1.38,0.521
2014,22,BYU,34,84.2,29.2,62.5,992,2125,0.467,820,1646,0.498,1.35,0.507
2014,23,Dayton,33,73.4,25.7,55.1,847,1817,0.466,630,1243,0.507,1.33,0.526
2014,24,Western Michigan,32,72.5,23.8,51.1,762,1635,0.466,571,1060,0.539,1.42,0.524
2014,25,Duke,33,79.1,26.8,57.4,883,1895,0.466,590,1145,0.515,1.38,0.543
2014,26,Oklahoma State,33,80.3,26.4,56.8,872,1876,0.465,636,1235,0.515,1.41,0.528
2014,27,Iowa,32,82,28,60.2,895,1926,0.465,708,1396,0.507,1.36,0.513
2014,28,Stephen F. Austin,33,76.5,26.5,57.1,875,1884,0.464,640,1209,0.529,1.34,0.527
2014,29,Stanford,33,73.5,25.3,54.4,834,1796,0.464,639,1270,0.503,1.35,0.519
2014,40,George Washington,32,73.4,25.4,54.9,814,1756,0.464,629,1254,0.502,1.34,0.516
2014,31,Florida,33,71,24.4,52.8,806,1741,0.463,581,1127,0.516,1.35,0.528
2014,32,North Carolina,32,76.3,27.7,59.9,887,1916,0.463,753,1517,0.496,1.27,0.498
2014,33,North Carolina Central,33,73.9,24.8,53.5,817,1767,0.462,638,1238,0.515,1.38,0.513
2014,34,Texas Southern,33,76.2,25.2,54.7,833,1804,0.462,620,1214,0.511,1.39,0.521
2014,35,Pittsburgh,34,72.5,24.9,53.9,845,1832,0.461,670,1341,0.5,1.34,0.509
2014,36,New Mexico,33,74.6,25.1,54.5,828,1798,0.461,635,1226,0.518,1.37,0.514
2014,37,UMass,32,76.1,27.3,59.2,872,1895,0.46,698,1394,0.501,1.28,0.506
2014,38,Villanova,32,78.5,25.8,56.1,824,1794,0.459,535,993,0.539,1.4,0.54
2014,39,Wichita State,34,75.5,24.9,54.2,846,1842,0.459,612,1170,0.523,1.39,0.523
2014,40,NC State,34,70.8,26.3,57.3,893,1947,0.459,741,1445,0.513,1.24,0.498
2014,41,Wisconsin,33,73.5,24.2,52.9,799,1745,0.458,543,1059,0.513,1.39,0.531
2014,42,Baylor,35,75.2,25.5,56.1,894,1963,0.455,629,1284,0.49,1.34,0.523
2014,43,Kentucky,33,76.4,25.4,55.9,838,1846,0.454,668,1325,0.504,1.37,0.5
2014,44,Virginia,33,65.8,23.1,51.1,763,1686,0.453,581,1185,0.49,1.29,0.507
2014,45,Wofford,32,67.7,24.7,54.7,790,1751,0.451,595,1226,0.485,1.24,0.507
2014,46,Manhattan,32,77.4,25.2,55.8,805,1786,0.451,600,1227,0.489,1.39,0.508
2014,47,Oklahoma,32,82.2,27.6,61.3,884,1962,0.451,611,1240,0.493,1.34,0.52
2014,48,Arizona State,32,75,25.3,56.1,809,1796,0.45,549,1123,0.489,1.34,0.523
2014,49,Ohio State,34,69.8,24.1,53.7,819,1825,0.449,622,1220,0.51,1.3,0.503
2014,50,UConn,34,71.9,24.4,54.4,829,1849,0.448,587,1224,0.48,1.32,0.514
2014,51,Tennessee,33,71.3,24.7,55.3,816,1826,0.447,627,1263,0.496,1.29,0.499
2014,52,Delaware,34,79.5,26.9,60.4,916,2053,0.446,672,1346,0.499,1.32,0.506
2014,53,Saint Louis,32,70,24.3,54.8,777,1752,0.443,596,1184,0.503,1.28,0.495
2014,54,Tulsa,33,73.1,24.7,55.8,814,1842,0.442,624,1258,0.496,1.31,0.493
2014,55,Mount St. Mary's,32,76.3,25.7,58.2,821,1863,0.441,537,1066,0.504,1.31,0.517
2014,56,Albany,32,66,22.4,51.1,718,1635,0.439,561,1204,0.466,1.29,0.487
2014,57,Coastal Carolina,33,72.7,25.5,58.2,840,1919,0.438,637,1310,0.486,1.25,0.491
2014,58,San Diego State,33,70.6,24.5,56.1,810,1852,0.437,641,1380,0.464,1.26,0.483
2014,59,Syracuse,32,68.2,24.1,55.1,770,1762,0.437,610,1284,0.475,1.24,0.482
2014,60,Colorado,34,70.9,23.5,53.8,799,1829,0.437,622,1276,0.487,1.32,0.485
2014,61,Kansas State,32,69.7,24.3,55.8,779,1787,0.436,586,1210,0.484,1.25,0.49
2014,62,Milwaukee,34,70.9,23.2,53.7,790,1825,0.433,551,1095,0.503,1.32,0.498
2014,63,Texas,33,74.1,25.8,59.8,851,1975,0.431,682,1454,0.469,1.24,0.474
2014,64,Cincinnati,33,68.7,23.8,55.6,784,1836,0.427,592,1263,0.469,1.24,0.479
2014,65,Nebraska,31,67,22.5,52.6,696,1630,0.427,512,1087,0.471,1.27,0.483
2014,66,Providence,34,73.2,24.1,56.8,821,1931,0.425,607,1319,0.46,1.29,0.481
2014,67,VCU,33,75.4,26.3,62.6,868,2066,0.42,621,1362,0.456,1.2,0.48
2014,68,Cal Poly,32,63.2,22.3,54.4,713,1741,0.41,506,1130,0.448,1.16,0.469
2013,1,Creighton,34,75.4,26.7,52.6,907,1787,0.508,609,1079,0.564,1.43,0.591
2013,2,Gonzaga,33,77.6,27.8,55.2,917,1820,0.504,707,1254,0.564,1.41,0.562
2013,3,Belmont,32,77.2,27.7,56,886,1793,0.494,615,1091,0.564,1.38,0.57
2013,4,NC State,34,77.5,28.1,56.9,956,1935,0.494,776,1477,0.525,1.36,0.541
2013,5,Valparaiso,33,71.7,24.4,49.8,804,1645,0.489,558,990,0.564,1.44,0.564
2013,6,Indiana,33,80,26.9,55.3,887,1824,0.486,646,1238,0.522,1.45,0.552
2013,7,Florida,32,71.9,26.3,54.4,843,1740,0.484,577,1043,0.553,1.32,0.561
2013,8,Michigan,33,75.2,28,57.8,923,1908,0.484,676,1263,0.535,1.3,0.548
2013,9,Long Island University,33,79.5,27.1,56,894,1849,0.484,651,1218,0.534,1.42,0.549
2013,10,Harvard,28,68.9,22.8,47.4,639,1326,0.482,461,882,0.523,1.46,0.549
2013,11,Kansas,34,75.4,26.6,55.5,905,1886,0.48,700,1328,0.527,1.36,0.534
2013,12,Memphis,34,75.9,27.6,57.6,937,1958,0.479,727,1404,0.518,1.32,0.532
2013,13,Duke,32,78.3,27.3,57.4,875,1837,0.476,627,1226,0.511,1.36,0.544
2013,14,Pittsburgh,32,69.6,25.6,53.8,818,1721,0.475,656,1271,0.516,1.29,0.522
2013,15,Saint Mary's,33,75.5,26.4,55.6,870,1835,0.474,608,1136,0.535,1.36,0.546
2013,16,Montana,31,71.1,24.2,51,749,1581,0.474,534,1023,0.522,1.39,0.542
2013,17,South Dakota State,34,73.9,26.1,55.5,887,1887,0.47,621,1212,0.512,1.33,0.541
2013,18,Marquette,31,69,24.5,52.5,760,1629,0.467,628,1190,0.528,1.31,0.507
2013,19,Middle Tennessee,33,71.2,25,54,826,1783,0.463,649,1315,0.494,1.32,0.513
2013,20,Notre Dame,34,70.4,25.6,55.2,870,1878,0.463,646,1278,0.505,1.27,0.523
2013,21,Davidson,33,73.7,24.8,53.5,818,1767,0.463,568,1090,0.521,1.38,0.534
2013,22,New Mexico State,34,68,24,52,815,1767,0.461,680,1345,0.506,1.31,0.499
2013,23,Northwestern State,31,81,29.1,63.1,901,1956,0.461,715,1370,0.522,1.28,0.508
2013,24,Florida Gulf Coast,34,73.1,26.5,57.6,902,1960,0.46,672,1282,0.524,1.27,0.519
