Year,RK,Team,GP,PPG,FGM,FGA,FGM,FGA,FG%,2PM,2PA,2P%,PPS,FG%
2009,9,California,32,75,27.1,55.9,867,1789,0.485,664,1321,0.503,1.34,0.541
2009,10,Pittsburgh,32,78,29.4,60.8,941,1944,0.484,743,1385,0.536,1.28,0.535
2009,11,Ohio State,32,66.7,23.6,48.7,754,1558,0.484,545,1007,0.541,1.37,0.551
2009,12,Arizona State,33,69.5,23.8,49.4,785,1630,0.482,518,901,0.575,1.41,0.563
2009,13,North Carolina,32,90.2,31.9,66.4,1020,2124,0.48,799,1536,0.52,1.36,0.532
2009,14,Kansas,32,77.1,27.1,56.5,866,1809,0.479,659,1264,0.521,1.36,0.536
2009,15,Cornell,30,74.1,26.6,55.7,798,1672,0.477,563,1106,0.509,1.33,0.548
2009,16,Utah,33,71.2,24,50.4,792,1663,0.476,558,1040,0.537,1.41,0.547
2009,17,Robert Morris,34,70.7,25.1,52.9,855,1798,0.476,634,1242,0.51,1.34,0.537
2009,18,Arizona,32,72.2,25.7,54.1,821,1730,0.475,623,1229,0.507,1.34,0.532
2009,19,USC,33,68.4,24.9,52.6,822,1735,0.474,698,1358,0.514,1.3,0.51
2009,20,Siena,33,77.7,28.9,61.1,954,2016,0.473,783,1506,0.52,1.27,0.516
2009,21,Missouri,34,81.1,29.4,62.4,1000,2120,0.472,760,1449,0.524,1.3,0.528
2009,22,Alabama State,31,69.6,25.7,54.6,798,1694,0.471,619,1159,0.534,1.27,0.524
2009,23,UConn,31,77.3,27.4,58.3,849,1806,0.47,702,1382,0.508,1.33,0.511
2009,24,Radford,32,76,26.9,57.4,862,1837,0.469,704,1391,0.506,1.32,0.512
2009,25,East Tennessee State,33,78.6,27.9,59.7,921,1969,0.468,730,1401,0.521,1.32,0.516
2009,26,Clemson,31,79,28.7,61.5,891,1906,0.467,640,1244,0.514,1.28,0.533
2009,27,American,31,64.5,23.4,50.1,724,1552,0.466,504,968,0.521,1.29,0.537
2009,28,Xavier,32,72.4,24.3,52.6,779,1682,0.463,559,1131,0.494,1.38,0.529
2009,29,VCU,33,72,25.6,55.4,846,1829,0.463,630,1243,0.507,1.3,0.522
2009,30,Illinois,33,64.6,25.1,54.6,828,1802,0.459,645,1283,0.503,1.18,0.51
2009,31,Washington,33,78.9,27.9,60.8,922,2007,0.459,782,1595,0.49,1.3,0.494
2009,32,Oklahoma State,33,81.1,27,59.2,892,1952,0.457,584,1150,0.508,1.37,0.536
2009,33,Villanova,33,76.5,26,56.9,857,1877,0.457,639,1284,0.498,1.35,0.515
2009,34,Marquette,33,78.8,26.5,58.1,874,1916,0.456,641,1249,0.513,1.36,0.517
2009,35,Northern Iowa,33,67.7,22.6,49.6,746,1638,0.455,536,1032,0.519,1.36,0.52
2009,36,Tennessee,33,78.5,28.3,62.1,933,2049,0.455,715,1354,0.528,1.26,0.509
2009,37,Michigan State,32,71.9,25.4,55.8,812,1785,0.455,647,1317,0.491,1.29,0.501
2009,38,CSU Northridge,30,73.7,26.6,58.5,797,1754,0.454,589,1163,0.506,1.26,0.514
2009,39,Portland State,32,73.8,26.3,57.9,841,1853,0.454,532,1039,0.512,1.27,0.537
2009,40,Louisville,33,73.9,26.8,59.4,884,1961,0.451,618,1223,0.505,1.24,0.519
2009,41,Duke,34,78,26.6,59.3,904,2016,0.448,658,1311,0.502,1.32,0.509
2009,42,Western Kentucky,32,71.8,25.4,56.6,812,1811,0.448,567,1141,0.497,1.27,0.516
2009,43,Purdue,34,69.4,24.8,55.6,844,1890,0.447,616,1240,0.497,1.25,0.507
2009,44,Texas A&M,32,71.7,23.9,53.6,766,1716,0.446,573,1188,0.482,1.34,0.503
2009,45,LSU,33,74.9,26.7,59.8,881,1974,0.446,683,1438,0.475,1.25,0.496
2009,46,Stephen F. Austin,31,66.3,24.8,55.5,768,1722,0.446,593,1182,0.502,1.19,0.497
2009,47,Boston College,33,74.9,26.3,58.9,867,1945,0.446,656,1319,0.497,1.27,0.5
2009,48,Temple,33,69,25.1,56.3,827,1857,0.445,575,1171,0.491,1.23,0.513
2009,49,Chattanooga,34,76.8,25.3,56.9,860,1936,0.444,576,1140,0.505,1.35,0.518
2009,50,Memphis,34,74.1,26,58.7,884,1995,0.443,686,1376,0.499,1.26,0.493
2009,51,Minnesota,32,66.5,23.8,53.7,760,1718,0.442,576,1156,0.498,1.24,0.496
2009,52,Wisconsin,31,64.4,22.5,50.8,697,1576,0.442,496,1031,0.481,1.27,0.506
2009,53,Texas,33,72.3,26.2,59.3,865,1956,0.442,713,1482,0.481,1.22,0.481
2009,54,Morehead State,34,70.6,24.3,55.2,827,1876,0.441,647,1337,0.484,1.28,0.489
2009,55,Butler,31,67.6,22,50.2,683,1557,0.439,434,849,0.511,1.35,0.519
2009,56,Binghamton,31,70.2,24.2,55.3,751,1713,0.438,566,1153,0.491,1.27,0.492
2009,57,Mississippi State,35,74.8,24.9,57.1,870,1999,0.435,579,1198,0.483,1.31,0.508
2009,58,Florida State,34,68.6,23.5,54.1,800,1840,0.435,588,1222,0.481,1.27,0.492
2009,59,Cleveland State,35,66.1,23.7,54.8,829,1919,0.432,658,1379,0.477,1.21,0.477
2009,60,West Virginia,34,72.4,25.5,59.4,868,2018,0.43,642,1335,0.481,1.22,0.486
2009,61,Dayton,33,67.5,23.9,55.9,790,1846,0.428,608,1296,0.469,1.21,0.477
2009,62,Michigan,33,67.2,23.3,54.6,770,1803,0.427,485,944,0.514,1.23,0.506
2009,63,Morgan St,34,67,24.6,57.9,835,1970,0.424,660,1456,0.453,1.16,0.468
2009,64,Maryland,33,71.5,26.2,62.2,866,2054,0.422,676,1480,0.457,1.15,0.468
2009,65,Akron,35,66.8,22.9,54.6,802,1912,0.419,554,1159,0.478,1.22,0.484
2008,1,Boise State,33,82,29.3,57.6,968,1902,0.509,701,1229,0.57,1.42,0.579
2008,2,Kansas,34,81.5,29.5,58.4,1004,1987,0.505,771,1402,0.55,1.39,0.564
2008,3,Cornell,27,77.1,27.4,55.7,740,1503,0.492,520,971,0.536,1.39,0.566
2008,4,Georgetown,32,69.7,25.1,51.6,803,1652,0.486,552,992,0.556,1.35,0.562
2008,5,Oregon,31,76.8,27,55.6,836,1724,0.485,566,1051,0.539,1.38,0.563
2008,,Gonzaga,32,76.5,27,55.7,864,1783,0.485,656,1224,0.536,1.37,0.543
2008,7,North Carolina,34,88.7,31.9,66,1083,2245,0.482,895,1747,0.512,1.34,0.524
2008,8,USC,32,69.1,25,51.9,799,1660,0.481,621,1196,0.519,1.33,0.535
2008,9,Michigan State,33,71.3,26.3,54.9,869,1811,0.48,705,1371,0.514,1.3,0.525
2008,10,UT Arlington,32,73.7,26.4,55.2,844,1765,0.478,647,1201,0.539,1.34,0.534
2008,11,Arizona,33,72.1,24.9,52.1,822,1719,0.478,607,1168,0.52,1.38,0.541
2008,12,Washington State,32,67.1,23.3,48.6,744,1556,0.478,540,1021,0.529,1.38,0.544
2008,13,Xavier,33,75.3,25.5,53.3,840,1759,0.478,584,1106,0.528,1.41,0.55
2008,14,UCLA,34,74.1,26.5,55.6,902,1889,0.478,717,1352,0.53,1.33,0.526
2008,15,Saint Joseph's,33,73.3,25.3,53.1,835,1751,0.477,594,1125,0.528,1.38,0.546
2008,16,CSU Fullerton,32,82.6,29.8,62.6,953,2002,0.476,675,1282,0.527,1.32,0.545
2008,17,South Alabama,32,75.5,25.6,53.9,819,1724,0.475,605,1139,0.531,1.4,0.537
2008,18,Western Kentucky,33,76.8,27.5,58,906,1914,0.473,665,1295,0.514,1.32,0.536
2008,19,Davidson,32,78.7,29.2,61.7,934,1975,0.473,643,1175,0.547,1.27,0.547
2008,20,Temple,33,72.6,25.3,53.7,836,1773,0.472,576,1075,0.536,1.35,0.545
2008,21,George Mason,33,69.9,24.5,52.2,808,1721,0.469,606,1147,0.528,1.34,0.528
2008,22,Kentucky,30,68.6,23.7,50.6,712,1518,0.469,538,1045,0.515,1.36,0.526
2008,23,Kent State,34,69.2,24.1,51.5,818,1750,0.467,621,1216,0.511,1.35,0.524
2008,24,Vanderbilt,33,80.6,27.4,58.6,903,1934,0.467,604,1194,0.506,1.37,0.544
2008,25,Portland State,32,74.3,25.8,55.2,825,1767,0.467,540,1043,0.518,1.35,0.548
2008,26,Texas A&M,34,71.5,25.4,54.4,862,1848,0.466,661,1286,0.514,1.32,0.521
2008,27,Memphis,34,79.7,28.8,61.8,978,2100,0.466,708,1329,0.533,1.29,0.53
2008,28,Arkansas,33,73.6,26.7,57.4,882,1894,0.466,688,1322,0.52,1.28,0.517
2008,29,Duke,32,84.1,28.8,61.8,920,1976,0.466,623,1203,0.518,1.36,0.541
2008,30,Indiana,32,75.1,25.3,54.7,811,1750,0.463,600,1141,0.526,1.37,0.524
2008,31,UConn,32,77.7,26.3,56.9,843,1822,0.463,678,1363,0.497,1.36,0.508
2008,32,Tennessee,33,83,29.3,63.6,968,2098,0.461,672,1281,0.525,1.31,0.532
2008,33,Mississippi State,32,73.1,26.1,56.6,835,1811,0.461,612,1144,0.535,1.29,0.523
2008,34,Saint Mary's,30,76.2,26.6,57.8,799,1733,0.461,561,1071,0.524,1.32,0.53
2008,35,BYU,34,74.1,25.9,56.4,882,1916,0.46,604,1174,0.514,1.31,0.533
2008,36,Notre Dame,31,80.6,28.2,61.5,875,1905,0.459,613,1266,0.484,1.31,0.528
2008,27,Pittsburgh,35,74.1,27.1,59,948,2064,0.459,733,1432,0.512,1.26,0.511
2008,38,Clemson,33,79.5,29.6,64.6,977,2131,0.458,715,1436,0.498,1.23,0.52
2008,39,Baylor,31,81.4,28.1,61.6,871,1910,0.456,604,1211,0.499,1.32,0.526
2008,40,UMBC,,,,,,,,,,,,
2008,41,West Virginia,34,74.9,26.5,58.4,902,1986,0.454,654,1284,0.509,1.28,0.517
2008,42,Louisville,32,71.9,25.5,56.3,816,1800,0.453,575,1096,0.525,1.28,0.52
2008,43,Texas,34,75.6,27.1,60,923,2039,0.453,653,1337,0.488,1.26,0.519
2008,44,Belmont,33,80.1,27.6,61.2,912,2019,0.452,563,1063,0.53,1.31,0.538
2008,45,Austin Peay,34,74.6,24.6,54.6,838,1858,0.451,571,1166,0.49,1.36,0.523
2008,46,Siena,32,76.8,27.6,61.1,882,1956,0.451,658,1371,0.48,1.26,0.508
2008,47,Wisconsin,33,67.3,23.5,52.2,775,1721,0.45,583,1186,0.492,1.29,0.506
2008,48,Butler,32,68.3,22.7,50.5,727,1615,0.45,432,830,0.52,1.35,0.541
2008,49,San Diego,34,65.6,24,53.3,816,1813,0.45,647,1320,0.49,1.23,0.497
2008,50,Drake,32,73.2,24.7,55,790,1760,0.449,496,962,0.516,1.33,0.532
2008,51,Stanford,33,70.7,24.8,55.4,820,1827,0.449,642,1332,0.482,1.28,0.498
2008,52,Marquette,33,75.8,26.5,59.3,875,1957,0.447,644,1303,0.494,1.28,0.506
2008,53,Mount St. Mary's,32,69.1,24.2,54.3,775,1736,0.446,583,1213,0.481,1.27,0.502
2008,54,Oral Roberts,32,69.3,23.8,53.8,763,1720,0.444,549,1138,0.482,1.29,0.506
2008,55,Kansas State,31,78.7,27.9,63,866,1954,0.443,663,1321,0.502,1.25,0.495
2008,56,American,32,65.1,21.2,47.8,677,1529,0.443,426,916,0.465,1.36,0.525
2008,57,Oklahoma,33,68.4,24,54.3,792,1791,0.442,583,1191,0.49,1.26,0.501
2008,58,Winthrop,33,65.6,23.6,53.4,779,1762,0.442,568,1195,0.475,1.23,0.502
2008,59,Miami,32,74.8,25.5,58.3,817,1867,0.438,595,1289,0.462,1.28,0.497
2008,60,Villanova,32,72.8,24.8,57.9,795,1854,0.429,569,1194,0.477,1.26,0.49
2008,61,Georgia,33,68.3,24.7,57.6,814,1900,0.428,616,1299,0.474,1.19,0.481
2008,62,UNLV,32,70.4,24.4,57.5,781,1841,0.424,534,1103,0.484,1.22,0.491
2008,63,Purdue,32,68.7,23.3,55.2,747,1766,0.423,511,1128,0.453,1.25,0.49
2008,64,Mississippi Valley State,32,62.7,21.4,52.8,685,1689,0.406,539,1267,0.425,1.19,0.449
2007,65,,,,,,,,,,,,,
2007,1,Florida,34,79.3,28.6,54.2,971,1843,0.527,727,1245,0.584,1.46,0.593
2007,2,Texas A&M-CC,32,79.8,27.9,53.2,892,1701,0.524,706,1235,0.572,1.5,0.579
2007,3,Georgetown,32,68.5,24.5,48.4,784,1548,0.506,583,999,0.584,1.42,0.571
2007,4,North Carolina,34,86.3,31.5,62.4,1070,2122,0.504,874,1585,0.551,1.38,0.55
2007,5,Texas A&M,31,76.3,27,53.9,837,1672,0.501,635,1193,0.532,1.42,0.561
2007,6,Pennsylvania,30,74.8,27.2,55.1,815,1654,0.493,631,1154,0.547,1.36,0.548
2007,7,BYU,33,78.1,28.6,58,943,1914,0.493,696,1316,0.529,1.35,0.557
2007,8,Weber State,31,71.7,24.5,49.7,759,1541,0.493,580,1091,0.532,1.44,0.551
2007,9,Georgia Tech,31,79.1,29.4,59.6,910,1848,0.492,712,1319,0.54,1.33,0.546
2007,10,Kansas,34,78.4,29.1,59.3,988,2016,0.49,785,1484,0.529,1.32,0.54
2007,11,Nevada,32,77.9,28.1,57.6,900,1842,0.489,659,1260,0.523,1.35,0.554
2007,12,Gonzaga,33,79.1,27.7,56.8,914,1876,0.487,691,1312,0.527,1.39,0.547
2007,13,UCLA,31,72.5,27,55.8,837,1731,0.484,622,1152,0.54,1.3,0.546
2007,14,New Mexico State,33,78.3,26.7,55.4,881,1828,0.482,689,1340,0.514,1.41,0.534
2007,15,Winthrop,32,75.3,27.2,56.6,871,1812,0.481,609,1091,0.558,1.33,0.553
2007,16,Arizona,30,78.5,27.5,57.3,825,1719,0.48,657,1229,0.535,1.37,0.529
2007,17,Boston College,31,74.6,25.5,53.2,791,1650,0.479,609,1129,0.539,1.4,0.535
2007,18,Xavier,32,76.4,25,52.1,799,1667,0.479,546,1018,0.536,1.47,0.555
2007,19,Kentucky,32,73.5,26.4,55.2,846,1766,0.479,630,1161,0.543,1.33,0.54
2007,20,Maryland,32,79.5,28.7,59.8,917,1915,0.479,733,1434,0.511,1.33,0.527
2007,21,USC,34,71.4,25.5,53.5,868,1818,0.477,676,1342,0.504,1.34,0.53
2007,22,Virginia Tech,32,72.8,26.6,56.4,852,1806,0.472,697,1384,0.504,1.29,0.515
2007,23,Ohio State,33,73.6,26.3,55.7,867,1838,0.472,621,1161,0.535,1.32,0.539
2007,24,Pittsburgh,34,71.1,25.9,54.9,880,1868,0.471,674,1318,0.511,1.29,0.526
2007,25,Michigan State,33,65.1,23.1,49,762,1618,0.471,592,1162,0.509,1.33,0.523
2007,26,Oral Roberts,33,72.3,24.4,51.9,805,1714,0.47,607,1170,0.519,1.39,0.527
2007,27,Duke,32,70.2,24.8,53,795,1696,0.469,600,1187,0.505,1.32,0.526
2007,28,Belmont,32,73,25.9,55.6,828,1780,0.465,546,995,0.549,1.31,0.544
2007,29,Washington State,32,66.5,24.1,51.9,772,1660,0.465,588,1165,0.505,1.28,0.52
2007,30,Arkansas,34,71.4,25.3,54.5,860,1853,0.464,651,1260,0.517,1.31,0.521
2007,31,George Washington,31,71.1,26.2,56.5,811,1751,0.463,643,1300,0.495,1.26,0.511
2007,32,Wisconsin,34,70.1,24.2,52.4,824,1780,0.463,626,1224,0.511,1.34,0.519
2007,33,Purdue,32,69.9,24.7,53.5,791,1712,0.462,582,1132,0.514,1.31,0.523
2007,34,Eastern Kentucky,32,65.2,23.6,51,754,1632,0.462,496,896,0.554,1.28,0.541
2007,35,Memphis,33,79.6,28.1,60.9,927,2009,0.461,674,1289,0.523,1.31,0.524
2007,36,Notre Dame,31,81.5,27.1,58.9,841,1826,0.461,558,1113,0.501,1.38,0.538
2007,37,VCU,33,74.8,25.6,55.7,846,1839,0.46,618,1269,0.487,1.34,0.522
2007,38,Miami (OH),32,59.6,21.8,47.5,699,1521,0.46,537,1033,0.52,1.25,0.513
2007,39,Vanderbilt,31,76.6,26.8,58.4,830,1809,0.459,544,1051,0.518,1.31,0.538
2007,40,North Texas,33,77.5,27.5,59.9,907,1977,0.459,685,1377,0.497,1.29,
2007,41,Albany,32,68.3,24.3,53.3,776,1704,0.455,557,1123,0.496,1.28,0.52
2007,42,Long Beach State,31,80.3,28.2,62.2,874,1929,0.453,613,1222,0.502,1.29,0.521
2007,43,Texas Tech,33,71.6,24.6,54.3,812,1793,0.453,611,1305,0.468,1.32,0.509
2007,44,Davidson,33,81.7,28.6,63.2,945,2087,0.453,627,1236,0.507,1.29,0.529
2007,45,Indiana,30,70.9,24.8,54.8,743,1645,0.452,505,1025,0.493,1.29,0.524
2007,46,Southern Illinois,33,63.2,21.3,47.3,704,1561,0.451,500,1007,0.497,1.34,0.516
2007,47,UNLV,34,75.3,26.7,59.3,908,2016,0.45,646,1297,0.498,1.27,0.515
2007,48,Oregon,33,76.4,26.3,58.3,867,1925,0.45,554,1112,0.498,1.31,0.532
2007,49,Florida A&M,34,70.5,24,53.4,817,1817,0.45,612,1253,0.488,1.32,0.506
2007,50,Stanford,30,69.9,25.2,56.2,757,1687,0.449,586,1200,0.488,1.24,0.499
2007,51,Creighton,32,67.2,22.2,49.7,710,1591,0.446,508,1003,0.506,1.35,0.51
2007,52,Texas,33,82.2,27.7,62.1,914,2049,0.446,617,1301,0.474,1.32,0.519
2007,53,Tennessee,32,79.7,27.7,62.5,886,2000,0.443,600,1188,0.505,1.27,0.515
2007,54,Wright State,32,64.6,23.2,52.5,743,1681,0.442,568,1182,0.481,1.23,0.494
2007,55,Marquette,33,72.5,25.3,57.7,836,1904,0.439,629,1282,0.491,1.26,0.493
2007,56,Holy Cross,33,64.2,21.9,50.1,724,1653,0.438,534,1120,0.477,1.28,0.495
2007,57,Butler,33,68.4,21.8,49.8,718,1644,0.437,425,842,0.505,1.37,0.526
2007,58,Central Connecticut,33,69.3,23.4,53.6,771,1769,0.436,519,1107,0.469,1.29,0.507
2007,59,Virginia,30,76.8,25.5,58.5,764,1756,0.435,523,1093,0.478,1.31,0.504
2007,60,Old Dominion,32,70.1,24.1,55.4,770,1773,0.434,539,1115,0.483,1.27,0.499
2007,61,Louisville,32,71.4,25,57.8,800,1850,0.432,562,1134,0.496,1.24,0.497
2007,62,Illinois,34,64.5,22.7,52.5,771,1785,0.432,536,1111,0.482,1.23,0.498
2007,63,Villanova,32,72.9,23.7,55.4,757,1772,0.427,516,1089,0.474,1.32,0.495
2007,64,Niagara,33,76.1,25.6,60.5,844,1997,0.423,580,1244,0.466,1.26,0.489
2006,65,Jackson State,34,71.2,25.1,59.9,853,2038,0.419,665,1440,0.462,1.19,0.465
2006,1,Florida,33,79.3,27.6,54.4,912,1795,0.508,668,1176,0.568,1.46,0.576
2006,2,Belmont,30,81.8,29.3,58.7,880,1760,0.5,623,1087,0.573,1.39,0.573
2006,3,Utah State,31,72.5,26.7,53.6,828,1663,0.498,599,1097,0.546,1.35,0.567
2006,4,Montana,29,79.5,28.5,57.6,827,1670,0.495,612,1112,0.55,1.38,0.56
2006,5,Duke,33,82.5,27.8,56.2,916,1853,0.494,658,1201,0.548,1.47,0.564
2006,6,Pacific,31,74.2,26.8,54.8,832,1700,0.489,627,1172,0.535,1.35,0.55
2006,7,Boston College,33,74.4,26.4,54.2,870,1789,0.486,678,1263,0.537,1.37,0.54
2006,8,George Mason,30,69.4,25.7,53.2,772,1596,0.484,594,1090,0.545,1.3,0.539
2006,9,Iona,30,80.4,28.6,59.1,858,1774,0.484,665,1304,0.51,1.36,0.538
2006,10,Air Force,30,64,22.1,45.7,662,1372,0.483,399,715,0.558,1.4,0.578
2006,11,North Carolina,29,80.4,28.2,58.5,818,1697,0.482,618,1172,0.527,1.37,0.541
2006,12,UCLA,33,68.6,24.4,50.8,805,1675,0.481,598,1095,0.546,1.35,0.542
2006,13,Michigan State,33,74.4,26.4,55.1,870,1819,0.478,676,1305,0.518,1.35,0.532
2006,14,Gonzaga,30,80.1,27.3,57.2,819,1717,0.477,648,1250,0.518,1.4,0.527
2006,15,Kansas,32,75.2,27.7,58.3,886,1865,0.475,688,1344,0.512,1.29,0.528
2006,16,Washington,30,82.4,30.1,63.4,903,1903,0.475,706,1363,0.518,1.3,0.526
2006,17,LSU,31,74.8,27.7,58.4,858,1810,0.474,723,1409,0.513,1.28,0.511
2006,18,George Washington,28,79,28.3,60,793,1680,0.472,626,1209,0.518,1.32,0.522
2006,19,Georgetown,30,66.7,24,50.8,719,1524,0.472,512,950,0.539,1.31,0.54
2006,20,Bucknell,30,66.6,23.1,49.2,694,1475,0.471,511,1005,0.508,1.36,0.533
2006,21,Ohio State,30,74.7,26.3,56,788,1679,0.469,536,999,0.537,1.33,0.544
2006,22,UConn,30,81.3,29.1,62.1,872,1863,0.468,713,1419,0.502,1.31,0.511
2006,23,Texas,33,76.1,27,57.7,890,1904,0.467,645,1259,0.512,1.32,0.532
2006,24,NC State,30,75.7,25,53.5,750,1606,0.467,470,867,0.542,1.41,0.554
2006,25,Tennessee,28,81.3,28.9,61.9,808,1732,0.467,559,1099,0.509,1.31,0.538
2006,26,Northwestern State,32,76.7,27.2,58.3,870,1866,0.466,659,1293,0.51,1.32,0.523
2006,27,Xavier,31,71.5,24.4,52.7,757,1634,0.463,549,1074,0.511,1.36,0.527
2006,28,Indiana,29,71.2,25.2,54.8,731,1590,0.46,479,953,0.503,1.3,0.539
2006,29,Arkansas,31,74.3,26.5,57.7,822,1790,0.459,645,1269,0.508,1.29,0.509
2006,30,Oral Roberts,32,74.8,26.2,57.2,838,1830,0.458,627,1285,0.488,1.31,0.516
2006,31,San Diego State,32,74.2,25.3,55.3,808,1768,0.457,598,1230,0.486,1.34,0.516
2006,32,Northern Iowa,32,66.1,23,50.4,737,1614,0.457,525,998,0.526,1.31,0.522
2006,33,Illinois,31,70,25.6,56.1,794,1740,0.456,566,1112,0.509,1.25,0.522
2006,34,South Alabama,30,74.4,25.9,56.8,778,1705,0.456,520,997,0.522,1.31,0.532
2006,35,Davidson,30,78,27.6,60.6,829,1817,0.456,557,1088,0.512,1.29,0.531
2006,36,Nevada,32,72.6,26,57.2,833,1831,0.455,659,1352,0.487,1.27,0.502
2006,37,Alabama,29,70,24.5,54.1,711,1568,0.453,551,1097,0.502,1.29,0.504
2006,38,UAB,30,74.7,26.6,58.6,797,1758,0.453,580,1135,0.511,1.28,0.515
2006,39,Marquette,30,74.7,26.6,58.7,798,1762,0.453,542,1121,0.483,1.27,0.526
2006,40,Murray State,30,71.3,26.1,57.7,783,1730,0.453,560,1105,0.507,1.24,0.517
2006,41,Pittsburgh,31,72.5,25.3,56,784,1735,0.452,590,1184,0.498,1.29,0.508
2006,42,Kentucky,33,70.5,25.9,57.5,855,1897,0.451,603,1188,0.508,1.23,0.517
2006,43,Winthrop,30,73.8,25.2,56,756,1679,0.45,525,1045,0.502,1.32,0.519
2006,44,Texas A&M,29,69.2,23.6,52.3,683,1518,0.45,493,988,0.499,1.32,0.513
2006,45,Pennsylvania,28,69.1,24.8,55.1,693,1542,0.449,507,962,0.527,1.25,0.51
2006,46,California,30,69.2,23.2,51.7,697,1551,0.449,533,1115,0.478,1.34,0.502
2006,47,Kent State,33,72.5,24.9,55.4,821,1828,0.449,593,1190,0.498,1.31,0.511
2006,48,Oklahoma,28,68.6,24.4,54.5,684,1525,0.449,515,1054,0.489,1.26,0.504
2006,49,Memphis,33,80.9,28.1,62.7,926,2068,0.448,675,1355,0.498,1.29,0.508
2006,50,Albany,31,68.9,23.2,51.9,719,1608,0.447,500,1034,0.484,1.33,0.515
2006,51,West Virginia,30,71.1,25.7,57.5,770,1724,0.447,466,844,0.552,1.24,0.535
2006,52,Bradley,30,71.5,26.1,58.7,783,1762,0.444,616,1254,0.491,1.22,0.492
2006,53,Monmouth,32,64.8,23.3,52.6,746,1683,0.443,543,1082,0.502,1.23,0.504
2006,54,Wichita State,32,68.8,24,54.2,768,1734,0.443,553,1147,0.482,1.27,0.505
2006,55,Arizona,31,72.9,27.3,61.7,846,1913,0.442,714,1495,0.478,1.18,0.477
2006,56,Southern,31,65.8,24.7,56,765,1735,0.441,626,1299,0.482,1.18,0.481
2006,57,Syracuse,34,72.9,26.3,59.8,893,2032,0.439,637,1285,0.496,1.22,0.502
2006,58,Milwaukee,29,74.2,25.9,59.2,750,1716,0.437,559,1147,0.487,1.25,0.493
2006,59,Wisconsin,30,71,25,57.9,751,1738,0.432,562,1185,0.474,1.23,0.486
2006,60,Iowa,33,66.4,23.1,53.6,763,1770,0.431,578,1218,0.475,1.24,0.483
2006,61,UNC Wilmington,32,67.7,24.2,56.7,775,1813,0.427,570,1196,0.477,1.19,0.484
2006,62,Villanova,29,75.4,25,58.8,726,1705,0.426,462,1022,0.452,1.28,0.503
2006,63,Hampton,31,66.8,24,57.3,743,1777,0.418,570,1231,0.463,1.17,0.467
2006,64,Southern Illinois,32,60.9,21.5,52.1,687,1666,0.412,508,1131,0.449,1.17,0.466
2005,65,Seton Hall,29,67.8,23.1,56.2,671,1629,0.412,503,1129,0.446,1.21,0.463
2005,1,Utah State,31,73,26.8,50.5,831,1566,0.531,653,1112,0.587,1.44,0.587
2005,2,Utah,32,68.8,24.3,46.9,777,1501,0.518,637,1128,0.565,1.47,0.564
